# 
# MJD-BEG =    57139.09597163194 / Beginning of the first exposure in MJD        
# MJD-END =    57213.94425429398 / End of the last exposure in MJD               
# RA_TARG =            133.69721 / [deg] Right Ascension                         
# DEC_TARG=            11.156498 / [deg] Declination                             
# EQUINOX =               2000.0 / equinox of celestial coordinate system        
# RADESYS = 'FK5     '           / celestial coordinates system                  
# TARGNAME= 'm67-ch-14-id-007230' / Asiago Input Catalog source identifier
# TELESCOP= 'Kepler  '                                                           
# INSTRUME= 'Kepler Photometer'                                                  
# CHANNEL =                 14.0 / Kepler CCD channel                            
# CAMPAIGN=                    5 / Observing campaign number
# XPOSURE =               1800.0                                                 
# FILTER  = 'Kepler  '           / Photometric bandpass filter                   
# KPMAG   =              10.3093 / [mag] Instrumental Kepler magnitude           
# JMAG    =                7.951 / [mag] 2MASS J magnitude                       
# HMAG    =                 7.43 / [mag] 2MASS H magnitude                       
# KMAG    =                7.278 / [mag] 2MASS K magnitude                       
# HLSPID  = 'PSFK2   '                                                           
# HLSNAME = 'PSFK2: A PSF-based approach to Kepler/K2 data' / Project title      
# REFERENC= '10.1093/mnras/stw2169' / DOI for the paper                          
# 
# 
# 
# COLUMN INFO 
# 
# TIME  = Time in BJD
# AP1C = Detrended K2 magnitude obtained with 1-pixel aperture photometry
# AP1R = Raw K2 magnitude obtained with 1-pixel aperture photometry
# AP2C = Detrended K2 magnitude obtained with 2.5-pixel aperture photometry
# AP2R = Raw K2 magnitude obtained with 2.5-pixel aperture photometry
# AP3C = Detrended K2 magnitude obtained with 3.5-pixel aperture photometry
# AP3R = Raw K2 magnitude obtained with 3.5-pixel aperture photometry
# AP4C = Detrended K2 magnitude obtained with 4.5-pixel aperture photometry
# AP4R = Raw K2 magnitude obtained with 4.5-pixel aperture photometry
# PSFC = Detrended K2 magnitude obtained with PSF-fitting photometry
# PSFR = Raw K2 magnitude obtained with PSF-fitting aperture photometry
# XPOS = x position in the K2 image (in Kepler pixel)
# YPOS = y position in the K2 image (in Kepler pixel)
# 
# 
# 
#       TIME            AP1C             AP1R             AP2C             AP2R             AP3C             AP3R              AP4C              AP4R             PSFC             PSFR               XPOS              YPOS
# 
 2457139.999241522   -14.27699654     -14.27855110     -15.42622187     -15.43258286     -15.56724693     -15.57137012      -15.59439156      -15.59511375     -14.80898082     -14.90351200        457.3241          966.3500
 2457140.019669396   -14.27887343     -14.27997112     -15.42807063     -15.43446541     -15.56726595     -15.57135391      -15.59421832      -15.59507275     -14.80885853     -14.90449810        457.3209          966.3516
 2457140.040099204   -14.28406876     -14.28306770     -15.43028243     -15.43584919     -15.56817379     -15.57173634      -15.59430457      -15.59507179     -14.81033947     -14.90683174        457.3216          966.3538
 2457140.060536831   -14.28975825     -14.28698444     -15.43194606     -15.43683910     -15.56833330     -15.57178688      -15.59464023      -15.59510422     -14.81636679     -14.90956211        457.3189          966.3597
 2457140.080971279   -14.28540473     -14.27402496     -15.42749152     -15.43035412     -15.56800199     -15.57054138      -15.59441117      -15.59511662     -14.80433880     -14.90237617        457.3100          966.3470
 2457140.101399296   -14.28725321     -14.26889324     -15.42581307     -15.42936707     -15.56698534     -15.56981850      -15.59411158      -15.59520245     -14.80805458     -14.90122032        457.2977          966.3458
 2457140.121827376   -14.28521091     -14.25645638     -15.42757131     -15.42724991     -15.56737573     -15.56869316      -15.59425017      -15.59531689     -14.80282681     -14.88588142        457.2808          966.3363
 2457140.142265015   -14.28456051     -14.25362778     -15.42809690     -15.42659855     -15.56749920     -15.56846619      -15.59464143      -15.59535122     -14.80593840     -14.88492393        457.2749          966.3377
 2457140.162699774   -14.27781673     -14.24545765     -15.42876508     -15.42638969     -15.56716487     -15.56812763      -15.59441710      -15.59533024     -14.80012955     -14.87823391        457.2644          966.3340
 2457140.183128397   -14.27573454     -14.23426628     -15.42740211     -15.42545795     -15.56644135     -15.56741238      -15.59436025      -15.59539223     -14.80160380     -14.87455368        457.2525          966.3335
 2457140.203556466   -14.27001146     -14.22717190     -15.42546885     -15.42355156     -15.56688136     -15.56642342      -15.59446833      -15.59540558     -14.80322922     -14.86456299        457.2349          966.3292
 2457140.223992434   -14.28043712     -14.22715569     -15.42599478     -15.42233944     -15.56702028     -15.56580639      -15.59414829      -15.59545040     -14.79864428     -14.84908867        457.2200          966.3193
 2457140.244428447   -14.29520643     -14.22129822     -15.43027351     -15.42134190     -15.56614214     -15.56526089      -15.59457135      -15.59554100     -14.79683149     -14.83991528        457.2045          966.3183
 2457140.264858554   -14.28440873     -14.21573639     -15.42813306     -15.41725636     -15.56706289     -15.56409073      -15.59428627      -15.59564495     -14.81789643     -14.80357075        457.1772          966.2886
 2457140.285285139   -14.28455625     -14.19897938     -15.42613358     -15.41469097     -15.56698325     -15.56381226      -15.59435607      -15.59563255     -14.79461076     -14.73671055        457.1601          966.2751
