objid,run,rerun,camcol,field,obj,type,ra,dec,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z
1237648721252189004,756,301,3,756,844,3,228.9884650139,-0.0853470004320681,24.17665,21.32735,20.86109,20.64055,21.53974,0.9588748,0.05296481,0.05412795,0.06818233,0.5737725
1237648721252188991,756,301,3,756,831,6,228.985530680667,-0.0870090385826927,21.72885,20.46472,20.00741,19.82141,19.81879,0.1144338,0.02065784,0.01969977,0.02366346,0.08633551
1237648721252188375,756,301,3,756,215,6,228.98934540825,-0.0941336926024459,21.35849,20.40275,20.04934,19.86092,19.76225,0.08742989,0.02022803,0.0207754,0.02504724,0.08508193
1237648721252189003,756,301,3,756,843,6,228.990102895541,-0.0910162973284863,24.14489,24.54758,22.79137,21.28209,20.32155,0.6492223,0.4452246,0.1923341,0.07754974,0.1332879
1237648721252188994,756,301,3,756,834,6,228.988030072564,-0.0907252643250516,21.83644,20.75808,20.35121,20.26573,20.17719,0.1261505,0.02527959,0.02532144,0.03333925,0.1166037
1237648721252189012,756,301,3,756,852,3,228.989384926511,-0.0919526822484123,25.1137,22.9382,22.45686,22.55708,22.64836,0.7560082,0.1710766,0.1752102,0.2885816,0.7869005
1237648721252189006,756,301,3,756,846,6,228.990476993792,-0.089475937909835,23.94299,22.04191,21.78776,21.44161,21.17685,0.6158472,0.06860285,0.08271232,0.09118389,0.2813701
1237648721252189010,756,301,3,756,850,6,228.989445162039,-0.0894485210843093,23.9057,22.54428,22.10494,21.91654,22.33043,0.5790875,0.1023528,0.1065687,0.1348361,0.5778582
1237648721252188995,756,301,3,756,835,6,228.988478700213,-0.0873147644412231,21.93689,20.71408,20.36621,20.22392,20.30403,0.1356211,0.0246633,0.02577508,0.03249134,0.1313159
1237648721252189011,756,301,3,756,851,6,228.987430438461,-0.087018225478798,24.13927,23.03715,23.04986,22.47265,21.99059,0.681801,0.163486,0.2554194,0.2340331,0.5275394
1237648721252188998,756,301,3,756,838,6,228.988463872434,-0.0881244967476819,21.99551,21.12077,20.77779,20.62836,20.68542,0.1399695,0.03286395,0.03527949,0.04480628,0.1825641
1237648721252188997,756,301,3,756,837,6,228.987764839548,-0.0870911709793381,24.56256,23.56342,22.02277,20.37263,19.52673,0.7491039,0.2541472,0.1068249,0.03899559,0.0726623
1237648721252189073,756,301,3,756,913,6,228.992516700881,-0.0810622856518841,20.42051,18.94523,18.34296,18.10686,17.9162,0.04362867,0.00858562,0.007312537,0.007957349,0.01984451
1237648721252189074,756,301,3,756,914,6,228.991492884394,-0.0802483853868406,24.43046,23.12542,22.56712,22.4117,21.99484,0.6911961,0.1764383,0.1687219,0.2145319,0.4905471
1237648721252190770,756,301,3,756,2610,3,228.990692276477,-0.0718084009357854,25.45267,23.88971,22.58722,23.70458,21.94691,0.6741431,0.3870495,0.2089132,0.699061,0.6320755
1237648721252190763,756,301,3,756,2603,6,228.988722979629,-0.076658485321133,22.99445,21.51364,21.18208,21.03636,20.7124,0.3099727,0.04410051,0.04864846,0.06287761,0.1856512
1237648721252190777,756,301,3,756,2617,6,228.990961131205,-0.0776703105346035,23.74411,22.99804,22.67781,22.33701,21.69335,0.5411699,0.1522413,0.179079,0.200141,0.4188795
1237648721252188392,756,301,3,756,232,6,228.99995573427,-0.0936001358105994,21.68774,20.62674,20.39228,20.37736,20.3217,0.1100942,0.02304664,0.02617619,0.03654518,0.1334989
1237648721252188393,756,301,3,756,233,6,228.998539415167,-0.0911663923753419,21.80599,20.95071,20.67587,20.50788,20.45277,0.1215607,0.02911153,0.03254627,0.04040086,0.1476351
1237648721252188389,756,301,3,756,229,6,228.999591406816,-0.0912189900070225,21.47201,20.48739,20.3351,20.30632,20.28191,0.094359,0.02121169,0.02528992,0.03485379,0.1303867
1237648721252188395,756,301,3,756,235,6,228.993858932469,-0.0853176141789089,22.71679,21.5681,21.33186,21.1444,21.56414,0.2504663,0.04618825,0.05567061,0.06940954,0.3698232
1237648721252189112,756,301,3,756,952,6,228.996052804286,-0.084016937210618,20.47598,19.22541,18.70538,18.50844,18.36048,0.04525152,0.009834833,0.008756927,0.009892956,0.02717237
1237648721252188391,756,301,3,756,231,6,228.99933117809,-0.0858202705622824,21.62542,20.6477,20.29975,20.17084,19.99206,0.1051563,0.02328627,0.02438423,0.03095528,0.1003915
1237648721252188387,756,301,3,756,227,6,229.000323444335,-0.0872106952616901,20.68363,19.2908,18.69677,18.44304,18.31912,0.05256471,0.01015434,0.008703423,0.009494028,0.02607717
1237648721252189154,756,301,3,756,994,6,229.004740876401,-0.0731385807929407,21.20348,20.16107,19.72802,19.59449,19.48906,0.07656708,0.01693928,0.01627774,0.02002761,0.06562912
1237648721252189159,756,301,3,756,999,6,229.004895207781,-0.0723392722276558,24.06486,22.8825,22.37823,21.84172,22.07785,0.6228505,0.1367509,0.1356456,0.1264334,0.5144052
1237648721252189088,756,301,3,756,928,6,228.99538960109,-0.0721149788975758,23.73631,23.55142,22.3583,20.93615,20.36328,0.5223095,0.2330425,0.1322096,0.05787425,0.1376666
1237648721252189090,756,301,3,756,930,6,228.996289713629,-0.0723682028889646,25.26898,23.75561,22.98561,22.01632,22.2942,0.6490847,0.3047052,0.2563742,0.1660069,0.650684
1237648721252190808,756,301,3,756,2648,3,228.99961371257,-0.0740853903255987,25.72121,21.61855,20.24504,20.37744,19.55784,6.756217,0.6365471,0.2953632,0.5371779,1.061482
1237648721252189089,756,301,3,756,929,6,228.997803118374,-0.0729291514013387,23.4158,22.23889,21.96186,21.81655,21.60844,0.4308159,0.07846189,0.09342331,0.1227324,0.378741
1237648721252189171,756,301,3,756,1011,6,229.002938327197,-0.0814025817858775,22.42124,21.65202,21.50055,21.25178,21.29154,0.1966623,0.04948908,0.06382054,0.07589299,0.3004984
1237648721252189170,756,301,3,756,1010,6,229.002793888512,-0.0797268193048203,22.70438,21.81445,21.52712,21.38234,21.89295,0.2494504,0.05660614,0.06553209,0.0850965,0.4620879
1237648721252189175,756,301,3,756,1015,3,229.001228970017,-0.0818237912660955,23.66642,23.51805,22.97808,22.20926,21.99083,0.5406795,0.2471083,0.2448667,0.189164,0.5372381
1237648721252190000,756,301,3,756,1840,3,229.000037237447,-0.0794562810801939,22.01016,20.80597,20.44193,20.28355,20.37349,0.1643537,0.02970565,0.03166895,0.04055073,0.1715896
1237648721252189998,756,301,3,756,1838,3,228.998795338625,-0.0830706649538351,22.45541,21.05294,20.67484,20.56703,20.53543,0.2877091,0.04145855,0.04473995,0.0609276,0.2361058
1237648721252189091,756,301,3,756,931,6,228.9962050177,-0.073967933572294,24.54839,23.12214,22.7479,22.29486,21.86619,0.6958914,0.1641088,0.18457,0.1893292,0.4530424
1237648721252189978,756,301,3,756,1818,3,228.995127427734,-0.0758177181276595,24.36989,24.56244,22.43979,23.12603,22.91257,0.8966878,0.612138,0.1899869,0.4959398,0.8626137
1237648721252189976,756,301,3,756,1816,6,228.99620382142,-0.0771383330486714,22.91268,21.53847,21.16032,21.04169,20.57467,0.2963563,0.04509047,0.04795291,0.063287,0.1649673
1237648721252189975,756,301,3,756,1815,3,228.995716933027,-0.0789490431172759,21.66395,20.60731,20.27256,20.12514,20.24753,0.1222647,0.02528567,0.0273015,0.03498661,0.1507667
1237648721252189977,756,301,3,756,1817,6,228.996476182084,-0.078707626712959,23.04247,22.32377,21.84081,21.50756,21.48304,0.3291176,0.08530185,0.08505404,0.09482773,0.3478735
1237648721252190652,756,301,3,756,2492,6,228.970095055882,-0.0888012779649367,23.35863,22.14858,21.78434,21.5971,22.25181,0.4069573,0.07311937,0.0806799,0.1022775,0.5624562
1237648721252191280,756,301,3,756,3120,3,228.971931338127,-0.0934419280400529,24.22373,23.46062,22.19592,22.27722,21.68725,0.8774517,0.2968492,0.1656967,0.2618237,0.5735006
1237648721252189792,756,301,3,756,1632,6,228.969642751846,-0.0928582228858386,22.75103,22.14841,21.56613,21.47799,22.90904,0.258403,0.07294205,0.06679106,0.09187373,0.632721
1237648721252189841,756,301,3,756,1681,3,228.97389212177,-0.0906097407069262,22.17392,21.11975,20.77036,20.51137,20.42113,0.1657071,0.03346145,0.03589595,0.04200583,0.1521985
1237648721252189790,756,301,3,756,1630,6,228.967632197057,-0.0920930434897822,25.09833,24.59497,22.22168,20.52384,19.51925,0.6266098,0.4489196,0.1173491,0.04108277,0.06745184
1237648721252189788,756,301,3,756,1628,6,228.966579557554,-0.0912851811334529,21.88588,20.97267,20.5727,20.5575,21.06796,0.1285331,0.02947375,0.03001805,0.04258847,0.2520883
1237648721252190649,756,301,3,756,2489,6,228.968978447304,-0.0842644675036321,23.95502,22.61486,22.65573,22.12282,22.428,0.5890543,0.1069163,0.1697631,0.160752,0.5972499
1237648721252189625,756,301,3,756,1465,6,228.976402309111,-0.0901431671083492,25.57976,21.89725,20.33067,19.24014,18.67822,0.4743829,0.05938604,0.02489991,0.01555375,0.03423426
1237648721252190692,756,301,3,756,2532,3,228.978660794798,-0.0920419817139403,23.6464,22.58552,21.96447,21.82925,22.1175,0.6213719,0.1295682,0.1234875,0.1611394,0.6904644
1237648721252188320,756,301,3,756,160,6,228.979119084844,-0.0865902136718062,19.42989,17.96565,17.4038,17.22089,17.10199,0.02328102,0.005603428,0.005005796,0.005450406,0.01185147
1237648721252190676,756,301,3,756,2516,6,228.97499357742,-0.08873392646599,24.49141,24.27247,24.01201,22.47183,22.37374,0.6894237,0.3850876,0.4774261,0.2176027,0.5828528
1237648721252190675,756,301,3,756,2515,6,228.974949356711,-0.0867883053805928,23.35172,22.28549,21.95145,21.88662,21.59531,0.4152812,0.08164667,0.09308992,0.1310901,0.3797183
1237648721252190677,756,301,3,756,2517,3,228.972895369394,-0.0867003143475033,25.34676,23.03972,22.57231,22.35736,22.40496,0.6163353,0.1694621,0.1777406,0.2240288,0.676384
1237648721252190674,756,301,3,756,2514,6,228.974409145847,-0.0881020679243972,22.66512,21.4555,21.06052,21.1591,21.25424,0.2378055,0.04220121,0.04407039,0.06994231,0.2887629
1237648721252188321,756,301,3,756,161,6,228.977377774893,-0.0879344159878612,24.22523,22.4882,21.81815,21.77107,21.68094,0.6547033,0.09692404,0.0829904,0.1185044,0.4029847
1237648721252190726,756,301,3,756,2566,6,228.982096198978,-0.0760799799927531,25.47157,22.52019,21.35533,20.77891,20.46298,0.5523986,0.1044136,0.05913064,0.05359072,0.159787
1237648721252189906,756,301,3,756,1746,6,228.981626043749,-0.0793765620345473,23.91076,22.61649,23.31842,22.9817,22.20323,0.5795294,0.1078611,0.2954986,0.3276382,0.5466065
1237648721252189903,756,301,3,756,1743,6,228.98204672051,-0.0788905201245957,23.6037,22.62885,21.9971,21.87486,21.88646,0.5340704,0.1192956,0.1054642,0.1433301,0.5086726
1237648721252189905,756,301,3,756,1745,6,228.980885352105,-0.0788576474671972,24.18742,22.95032,22.13766,22.10035,22.13022,0.7086267,0.1544982,0.1186514,0.1723848,0.57579
1237648721252189908,756,301,3,756,1748,6,228.980586620122,-0.0806310875503544,25.15738,23.80454,22.89029,23.60423,23.53111,0.6110517,0.2819936,0.2081982,0.4985633,0.5151661
1237648721252189907,756,301,3,756,1747,3,228.980131413417,-0.0794305502473789,24.56146,22.91698,22.42462,22.7418,22.60081,0.9165194,0.1835184,0.1863155,0.3691362,0.857064
1237648721252191385,756,301,3,756,3225,6,228.978859322165,-0.0768418437782856,24.70039,24.32507,23.07537,22.19289,21.30388,0.7040193,0.3938548,0.2422506,0.1706004,0.3013267
1237648721252190690,756,301,3,756,2530,3,228.979106298252,-0.0822425091078207,23.51717,21.26939,20.63627,20.47486,20.55593,0.6942545,0.05156967,0.04578614,0.05983916,0.2561367
1237648721252189852,756,301,3,756,1692,6,228.976370300783,-0.0790694874642367,21.87541,20.43125,20.02701,19.87536,19.77958,0.1269719,0.02015608,0.01997658,0.02471085,0.08325316
1237648721252190708,756,301,3,756,2548,6,228.980776004275,-0.0710329167997637,23.95155,22.10143,21.54205,21.24322,21.41778,0.6198343,0.07376123,0.06960699,0.08031233,0.3532246
1237648721252189222,756,301,3,756,1062,6,229.01317330956,-0.145426355244486,21.64387,20.74922,20.37702,20.23887,20.29115,0.107717,0.02507726,0.02600758,0.03259327,0.1291935
1237648721252189236,756,301,3,756,1076,6,229.013320483411,-0.147343639554575,23.98306,22.57954,22.09418,21.90398,22.40511,0.6040382,0.1039933,0.1061391,0.132456,0.595706
1237648721252189231,756,301,3,756,1071,6,229.014391988615,-0.147589167123836,22.58116,22.29433,22.10074,21.87839,21.3939,0.2219859,0.08238328,0.1068819,0.1303768,0.3226018
1237648721252189238,756,301,3,756,1078,6,229.011093172785,-0.154119048812618,23.84442,24.31049,22.92221,22.87376,22.62086,0.5586755,0.3914489,0.215618,0.3012068,0.6257789
1237648721252189224,756,301,3,756,1064,6,229.011608517275,-0.150719780126303,22.38604,21.36201,21.00461,20.97368,21.5516,0.1912436,0.03903442,0.04254741,0.05971684,0.3655663
1237648721252189237,756,301,3,756,1077,6,229.011292618325,-0.152487696711556,24.04593,22.61083,22.30741,21.95141,22.71753,0.6102148,0.1062093,0.1269286,0.1378259,0.6306158
1237648721252189233,756,301,3,756,1073,6,229.012272142623,-0.152408327052379,24.06958,22.40468,21.91892,22.13012,22.93914,0.6357597,0.0898031,0.09142925,0.1617146,0.6339306
1237648721252189227,756,301,3,756,1067,6,229.01308624019,-0.153519577364276,24.64661,21.85772,21.3658,21.1617,20.93377,0.686745,0.05737052,0.05720219,0.06982389,0.2251941
1237648721252189259,756,301,3,756,1099,3,229.020653573112,-0.154466287505279,21.81208,20.75037,20.37752,20.21296,20.04318,0.1361545,0.02783083,0.02983475,0.03706935,0.1244599
1237648721252189260,756,301,3,756,1100,3,229.019898829465,-0.154474353225185,23.17073,21.40007,20.8668,21.13602,21.82826,0.5617989,0.06066289,0.0588186,0.1147702,0.7518961
1237648721252189261,756,301,3,756,1101,6,229.01692661474,-0.154210528486235,23.18224,22.10422,21.769,21.57632,21.58832,0.3708822,0.07189459,0.08333982,0.104192,0.3916241
1237648721252189258,756,301,3,756,1098,6,229.018191497882,-0.153071218691423,20.58178,19.08502,18.48577,18.20318,18.10616,0.04847167,0.0091011,0.007874184,0.008393694,0.02250096
1237648721252190865,756,301,3,756,2705,6,229.013788882036,-0.15034842203537,22.82795,21.97761,21.59178,21.60288,21.75341,0.2791879,0.06409874,0.07039836,0.1050805,0.4333261
1237648721252190059,756,301,3,756,1899,6,229.012661918112,-0.156891097699506,22.21717,21.33046,20.99848,20.82051,20.9667,0.1705398,0.03891774,0.04340263,0.0542779,0.238515
1237648721252190058,756,301,3,756,1898,3,229.014400383801,-0.155851703312485,21.61663,20.62019,20.27381,20.11345,20.17026,0.1193573,0.02566342,0.02788497,0.0351537,0.1434568
1237648721252190875,756,301,3,756,2715,3,229.01641267855,-0.157292684713051,23.03117,21.65551,21.14624,21.24465,21.65931,0.4369806,0.06532696,0.0651604,0.1069803,0.5721889
1237648721252188449,756,301,3,756,289,6,229.023534966358,-0.101304608881902,20.63889,19.50726,19.3458,19.32472,19.25903,0.05047741,0.01141471,0.01270233,0.01649361,0.0541267
1237648721252189287,756,301,3,756,1127,3,229.024570261021,-0.0986691338963496,23.01819,21.93878,21.44903,21.42495,21.32607,0.3877898,0.07436012,0.07539855,0.1083727,0.3797888
1237648721252188489,756,301,3,756,329,6,229.028833937212,-0.106398579213945,21.72441,20.57449,20.22784,20.12822,20.28169,0.1142091,0.02214114,0.02316817,0.0297985,0.1279837
1237648721252188514,756,301,3,756,354,6,229.026099359257,-0.107063824165858,17.04635,15.83315,15.38764,15.24086,15.18145,0.007035707,0.003571173,0.003510432,0.003753323,0.00506723
1237648721252188460,756,301,3,756,300,6,229.022869681209,-0.102407160675812,21.57425,20.46595,19.94042,19.75587,19.89071,0.1000788,0.02095142,0.01894314,0.02250729,0.09122391
1237648721252188455,756,301,3,756,295,6,229.021378259897,-0.11738936654221,24.35285,21.39149,19.93973,19.24447,18.90362,0.6887169,0.04025393,0.01893871,0.01563818,0.04075532
1237648721252188463,756,301,3,756,303,6,229.024682258689,-0.114746067370083,21.36531,20.46506,19.99887,19.83015,19.90048,0.08974798,0.02124541,0.02032957,0.02479617,0.09817074
1237648721252188491,756,301,3,756,331,6,229.019602717818,-0.112644025804248,21.60725,20.5338,20.22725,20.05423,20.06876,0.1050896,0.02177841,0.02347061,0.02866315,0.1091812
1237648721252188433,756,301,3,756,273,6,229.023789465543,-0.11592843165859,18.92458,17.63494,17.32312,17.18789,17.14787,0.01752846,0.005017184,0.004909783,0.005416774,0.01211414
1237648721252188483,756,301,3,756,323,6,229.036193587934,-0.116246246916234,21.75458,20.51158,20.14727,20.02335,19.91875,0.1196678,0.0213892,0.02212947,0.02803494,0.0958848
1237648721252188490,756,301,3,756,330,6,229.037427783882,-0.116053651398861,22.03002,20.77092,20.26076,20.1755,20.0875,0.1467817,0.02592517,0.02388324,0.03092748,0.1091296
1237648721252190964,756,301,3,756,2804,6,229.032211523207,-0.113331733186857,23.17372,22.29202,21.68352,21.5882,22.23466,0.3614883,0.08325374,0.0760068,0.1032979,0.5695329
1237648721252190982,756,301,3,756,2822,6,229.034886916548,-0.112974496988238,23.65869,22.78831,22.40047,23.44153,21.89131,0.5404619,0.1360672,0.1516246,0.5028411,0.516708
1237648721252190983,756,301,3,756,2823,6,229.033987428499,-0.112533966651857,24.02737,22.89024,22.70571,22.24314,22.00304,0.6182969,0.1388387,0.1846289,0.1844509,0.5097238
1237648721252188430,756,301,3,756,270,6,229.027187191164,-0.116933582383527,18.95009,16.92575,16.12466,15.78339,15.59692,0.01773961,0.004177033,0.00379007,0.003942627,0.005793311
1237648721252188437,756,301,3,756,277,6,229.027107316166,-0.108493897848898,19.46178,18.09929,17.54688,17.30504,17.22163,0.02398182,0.005907629,0.005288991,0.005662588,0.01272699
1237648721252188499,756,301,3,756,339,6,229.025246050005,-0.110459033714281,21.93161,20.66811,20.32861,20.21734,20.38587,0.1377652,0.0240544,0.02546079,0.03275827,0.143663
1237648721252190095,756,301,3,756,1935,6,229.013855655026,-0.14156202400379,24.22167,22.0788,21.66194,21.59002,21.52037,0.6930664,0.06982718,0.07465052,0.1039143,0.3704799
1237648721252190094,756,301,3,756,1934,6,229.015872347897,-0.140959838103535,23.01481,21.86053,21.40166,21.53201,22.18486,0.3171946,0.05721727,0.05872091,0.0960546,0.5482765
1237648721252190093,756,301,3,756,1933,3,229.015361174629,-0.142472681597446,22.32037,21.25983,20.87619,20.95009,20.31536,0.2023524,0.03954469,0.04302679,0.06734027,0.1539587
1237648721252189228,756,301,3,756,1068,6,229.022223747623,-0.142799717859832,23.37453,21.67344,21.42456,21.2777,21.2842,0.4288284,0.04929934,0.05991204,0.07722139,0.2996625
1237648721252190891,756,301,3,756,2731,3,229.020058694788,-0.138457902848565,23.67115,22.58938,22.20623,23.28343,21.38352,0.7035093,0.1459592,0.1645137,0.5946451,0.4678263
1237648721252189225,756,301,3,756,1065,6,229.019426680953,-0.141823828664148,22.59023,21.37906,21.09586,20.92359,20.88465,0.2317158,0.0395046,0.04569922,0.05731567,0.214925
1237648721252189251,756,301,3,756,1091,6,229.016612680049,-0.133568105230542,24.27768,24.19594,23.85204,22.15538,22.67085,0.6680217,0.3659271,0.4360607,0.1672271,0.6295225
1237648721252189252,756,301,3,756,1092,6,229.014831437239,-0.136117633173875,24.06766,22.50875,22.69266,22.08402,22.48612,0.6588429,0.1029279,0.1873213,0.1652771,0.6501501
1237648721252189247,756,301,3,756,1087,3,229.018031529348,-0.13546467159646,19.80273,18.74783,18.45076,18.16773,18.05902,0.04827077,0.01054659,0.01175602,0.01368486,0.04736701
1237648721252189254,756,301,3,756,1094,6,229.016637423299,-0.135047440695843,23.9545,23.00632,22.70285,22.60995,22.89548,0.5929343,0.1491747,0.1792682,0.2436412,0.6336474
1237648721252190889,756,301,3,756,2729,6,229.019159447082,-0.138661381011,23.30969,22.71583,22.15266,21.79578,21.71613,0.4131913,0.1241625,0.1189683,0.1294401,0.44221
1237648721252191315,756,301,3,756,3155,6,229.015384054568,-0.13794653095314,24.29033,23.62868,22.59177,22.81932,23.17761,0.684,0.2528811,0.1688358,0.3007345,0.6292375
1237648721252190890,756,301,3,756,2730,3,229.018151343042,-0.139542262193918,24.41834,22.95069,22.08623,22.00111,23.2487,0.6804315,0.1404599,0.1051027,0.1447702,0.5874974
1237648721252191400,756,301,3,756,3240,6,229.028079988708,-0.136538823711037,25.5159,23.64556,23.19878,21.62592,20.88528,0.5497021,0.2698282,0.2969544,0.1154546,0.2392285
1237648721252189244,756,301,3,756,1084,6,229.017463868648,-0.124565301671581,23.31488,22.4595,22.19941,21.88015,21.43392,0.4122816,0.09812191,0.1217617,0.1369339,0.354156
1237648721252189243,756,301,3,756,1083,6,229.018090777893,-0.125235897702585,24.32905,22.35329,22.08521,21.9686,22.69833,0.6803824,0.08629675,0.1052182,0.1403953,0.6264988
1237648721252188454,756,301,3,756,294,6,229.020127167165,-0.122839770458078,21.35157,19.95208,19.42314,19.20789,19.09628,0.08538269,0.01485487,0.01333147,0.01525287,0.04761102
1237648721252188505,756,301,3,756,345,6,229.018032154788,-0.130940279364596,24.5721,22.07598,20.77053,20.15906,20.03377,0.6995757,0.06875398,0.03511406,0.03046967,0.1027702
1237648721252188498,756,301,3,756,338,6,229.02308715875,-0.127621815624422,21.66521,21.82903,20.45934,20.34998,20.07593,0.1104347,0.05846326,0.02803179,0.03588362,0.1080124
1237648721252188481,756,301,3,756,321,6,229.021070453204,-0.128535392547449,21.612,20.44569,19.99046,19.80371,19.71894,0.111238,0.02101691,0.02047424,0.02462659,0.08471139
1237648721252188506,756,301,3,756,346,6,229.020026838138,-0.129683848135187,21.92954,20.86611,20.5581,20.48343,20.55673,0.1367724,0.02759738,0.03014973,0.04028017,0.1651713
1237648721252190911,756,301,3,756,2751,6,229.023001852593,-0.132048777098557,24.34286,23.40246,23.06849,22.8897,23.17666,0.6824614,0.205162,0.2425569,0.3052238,0.6059328
1237648721252189249,756,301,3,756,1089,3,229.01923623624,-0.135279124273559,23.05203,21.61274,21.10493,20.96333,21.59118,0.4179839,0.06177389,0.06045619,0.07978831,0.5137005
1237648721252189246,756,301,3,756,1086,6,229.019777427611,-0.133452402679075,21.62984,20.4986,20.13126,19.94486,19.74495,0.1065086,0.02110243,0.02167655,0.02599341,0.0816749
1237648721252189248,756,301,3,756,1088,6,229.017920208942,-0.133662105800669,24.19147,23.94394,21.9252,21.95878,21.86358,0.6479281,0.3110175,0.09274035,0.1402411,0.4537113
1237648721252189239,756,301,3,756,1079,6,229.022705448189,-0.14108796296156,24.94873,24.6536,22.82638,22.64134,21.94998,0.7213717,0.5088494,0.221492,0.2792523,0.538789
1237648721252190908,756,301,3,756,2748,3,229.02245992293,-0.139123714424658,23.57264,23.00538,22.99087,22.87896,23.38389,0.5622253,0.1765883,0.2785475,0.3737253,0.6961182
1237648721252188492,756,301,3,756,332,6,229.023945517233,-0.136607038070221,21.66906,20.58145,20.22802,19.97694,19.96885,0.1131961,0.02265159,0.02396289,0.02764752,0.1025287
1237648721252190909,756,301,3,756,2749,3,229.022532266714,-0.133786293384289,24.58906,22.44975,22.68568,22.25377,21.69843,0.9448298,0.123141,0.2407658,0.2508695,0.5667876
1237648721252189415,756,301,3,756,1255,6,229.049647639718,-0.133253322566648,22.28418,19.3773,17.92631,17.04735,16.55236,0.1747959,0.01061015,0.006110879,0.005201918,0.008720933
1237648721252188690,756,301,3,756,530,6,229.051662450742,-0.137059219231524,22.2633,21.41193,21.10943,21.0215,21.28299,0.1719287,0.04083632,0.04671144,0.06220828,0.3012421
1237648721252188693,756,301,3,756,533,6,229.050939255075,-0.137256753932973,22.98291,21.87177,21.72927,21.606,21.3333,0.3121289,0.05883016,0.07816356,0.1029449,0.3097393
1237648721252188685,756,301,3,756,525,6,229.046309618415,-0.143165758172106,18.71277,17.40017,17.4939,17.60564,17.64945,0.01548114,0.004655065,0.005194028,0.006337533,0.01647237
1237648721252188691,756,301,3,756,531,6,229.046551141341,-0.142335392467972,23.90373,22.09892,21.85728,21.60471,21.79564,0.6558862,0.08045,0.09890243,0.1168814,0.4948709
1237648721252188698,756,301,3,756,538,6,229.047545339809,-0.141712982479868,24.17869,22.92671,22.46928,22.71264,22.05792,0.6434988,0.1376872,0.146971,0.262422,0.5111111
1237648721252188695,756,301,3,756,535,6,229.047869745521,-0.137566210337989,23.58675,21.7428,21.3634,21.24542,21.69969,0.5066093,0.05529956,0.06065246,0.08062585,0.4419234
1237648721252188687,756,301,3,756,527,6,229.049217223262,-0.139697238166896,21.60613,20.61086,20.26284,20.04218,19.92644,0.101812,0.02263072,0.02391098,0.02798396,0.09515817
1237648721252188696,756,301,3,756,536,6,229.049340654959,-0.137926740396772,23.95116,23.89987,23.40901,21.91203,22.15168,0.585875,0.2992082,0.3198381,0.1342629,0.5369564
1237648721252188701,756,301,3,756,541,6,229.051471306261,-0.139222883990595,23.98287,23.40897,22.76071,22.71993,21.66695,0.5911529,0.2051907,0.1880334,0.2650493,0.4008003
1237648721252188700,756,301,3,756,540,6,229.050274857364,-0.138985678082836,24.52473,23.26065,23.20818,24.15055,21.96321,0.6839218,0.1837959,0.27544,0.6092079,0.4819895
1237648721252188465,756,301,3,756,305,6,229.039479160428,-0.123855517849865,21.73546,20.46363,20.01532,19.83871,19.80245,0.1157355,0.02054108,0.01983055,0.02380007,0.08460245
1237648721252188432,756,301,3,756,272,6,229.045201784674,-0.129305135624048,18.68567,17.44478,17.57895,17.70684,17.78799,0.01543798,0.004730521,0.0053423,0.006620625,0.01797572
1237648721252188478,756,301,3,756,318,6,229.043712012888,-0.12567645737233,21.74455,20.47589,20.03334,19.87142,19.91634,0.1169879,0.02074329,0.02027369,0.02443386,0.09316292
1237648721252188694,756,301,3,756,534,6,229.043023085988,-0.141921285773664,24.51531,21.7212,21.40878,21.22754,21.49394,0.7163172,0.05374863,0.06212756,0.07786185,0.3739441
1237648721252188689,756,301,3,756,529,6,229.042421352431,-0.141288477758254,22.49725,21.27175,20.99169,21.00305,20.74429,0.2082519,0.03633995,0.04207584,0.06102774,0.1902475
1237648721252188452,756,301,3,756,292,6,229.038790987135,-0.134455114967081,21.24739,19.92173,19.41627,19.13377,19.15185,0.0807118,0.01458593,0.01338808,0.01464797,0.05005237
1237648721252188502,756,301,3,756,342,3,229.039284499963,-0.133891656891631,23.30279,21.27106,21.13205,20.87954,21.19523,0.4206785,0.03626482,0.04762892,0.05506392,0.275813
1237648721252188453,756,301,3,756,293,6,229.041396911287,-0.132779100371507,21.27191,19.92808,19.39782,19.15332,19.02497,0.08160927,0.01459166,0.01320906,0.01472002,0.04473903
1237648721252188686,756,301,3,756,526,6,229.045150794548,-0.141864809028644,20.32094,18.83475,18.21265,17.9638,17.80629,0.04059808,0.008042492,0.006889347,0.007428235,0.01829353
1237648721252188688,756,301,3,756,528,6,229.044670848989,-0.138308111369797,22.1156,21.19919,20.88802,20.86777,20.52591,0.1539922,0.03433798,0.03873428,0.05471118,0.1591328
1237648721252188702,756,301,3,756,542,6,229.045462935192,-0.139387972470394,23.92199,23.47357,23.762,23.10366,23.52919,0.6174391,0.2306868,0.4415357,0.3864348,0.5599014
1237648721252188692,756,301,3,756,532,6,229.044532130823,-0.13913546325561,22.34919,21.76379,21.55734,21.07971,21.4286,0.1843206,0.05384288,0.06742993,0.06532437,0.335365
1237648721252191027,756,301,3,756,2867,3,229.046152125308,-0.134237143138187,23.67832,22.44213,22.03356,22.24258,22.12533,0.5247244,0.09412889,0.1036496,0.183699,0.5492377
1237648721252188699,756,301,3,756,539,6,229.046875498266,-0.137363941215978,25.00485,23.3478,22.80804,22.33014,22.04321,0.6425008,0.1966621,0.1973161,0.1929818,0.5110597
