objid,run,rerun,camcol,field,obj,type,ra,dec,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z
1237648721252190176,756,301,3,756,2016,6,229.038151557236,-0.0819179390911919,22.18625,21.25124,20.94595,20.76569,20.84543,0.1633598,0.03603539,0.04050973,0.05015889,0.2069933
1237648721252191024,756,301,3,756,2864,3,229.043890700732,-0.0792653940531244,23.35051,22.29728,22.0116,21.47099,21.44944,0.6554198,0.1333753,0.164886,0.157071,0.5925342
1237648721252191014,756,301,3,756,2854,6,229.04274106928,-0.0829799485242146,23.25122,22.08805,21.59369,21.52108,21.46816,0.3816261,0.07067225,0.07048202,0.0978843,0.3528832
1237648721252190180,756,301,3,756,2020,6,229.040363850621,-0.0773920471906735,24.02717,23.01144,22.54548,22.32581,22.62404,0.6317122,0.1545337,0.1624725,0.2000771,0.6571574
1237648721252190179,756,301,3,756,2019,6,229.041651965637,-0.0799217841484905,23.70477,24.53866,23.23191,22.54017,22.34478,0.5301312,0.4510907,0.2902913,0.239702,0.5979471
1237648721252190177,756,301,3,756,2017,6,229.040873128275,-0.0790777808495453,22.83355,21.43365,21.09429,20.9705,21.05005,0.278422,0.04129966,0.04532977,0.0592919,0.2441999
1237648721252189286,756,301,3,756,1126,6,229.024897827722,-0.0976106760474269,20.33061,18.91299,18.3119,18.06153,17.91967,0.04129938,0.008433913,0.007196208,0.007818805,0.0198323
1237648721252189288,756,301,3,756,1128,6,229.026296356437,-0.0996755206282755,24.44,23.00123,22.93564,22.16993,23.18284,0.7217629,0.1555495,0.2292284,0.176177,0.6382158
1237648721252190135,756,301,3,756,1975,6,229.027119435182,-0.096139824634657,22.76999,21.82796,21.39387,21.54661,21.49273,0.2605342,0.05626881,0.05825556,0.09747858,0.3522435
1237648721252188486,756,301,3,756,326,6,229.031047424092,-0.105400494225977,21.80044,20.60735,20.1866,20.1353,19.94361,0.1207712,0.02270301,0.02255814,0.02984188,0.0962276
1237648721252188493,756,301,3,756,333,6,229.031138049203,-0.100882450086647,21.68268,20.63411,20.30729,20.19387,20.19576,0.1095824,0.02314914,0.02475881,0.03175471,0.1207277
1237648721252188503,756,301,3,756,343,6,229.040342853842,-0.114575077873863,21.61382,20.75185,20.392,20.3104,20.24388,0.104004,0.02498164,0.02612696,0.03436423,0.1235773
1237648721252188443,756,301,3,756,283,6,229.041330818459,-0.110747628195563,20.70479,19.27597,18.66896,18.42305,18.34968,0.05285813,0.01004882,0.008603196,0.009382629,0.02662903
1237648721252188466,756,301,3,756,306,6,229.040285385699,-0.109889993403209,21.74569,20.53125,20.04275,19.90769,19.94658,0.1166662,0.02166576,0.02037851,0.02520302,0.09696003
1237648721252188470,756,301,3,756,310,3,229.035255444536,-0.109778211663979,20.59112,19.62563,19.34303,19.4034,19.44724,0.09236532,0.02011372,0.02335037,0.03664306,0.152082
1237648721252188448,756,301,3,756,288,6,229.037606163461,-0.108536506892582,20.90561,19.60874,19.04522,18.8293,18.71057,0.06174864,0.0120963,0.0105785,0.0118637,0.0349983
1237648721252190981,756,301,3,756,2821,6,229.036066532472,-0.113514723821299,23.66232,22.3483,22.03353,21.91211,21.62673,0.4948514,0.08622528,0.1006802,0.1336831,0.383585
1237648721252189381,756,301,3,756,1221,6,229.044778307344,-0.095675470056553,24.82896,23.42595,22.77244,22.74934,22.07156,0.6835084,0.2109765,0.1900607,0.2721592,0.5166845
1237648721252189374,756,301,3,756,1214,6,229.044250031071,-0.0971246090377176,21.95036,20.0898,19.24907,18.96625,18.8005,0.1385146,0.01668936,0.01218248,0.01316091,0.03787255
1237648721252189375,756,301,3,756,1215,6,229.043749430089,-0.097385405992053,22.10058,20.82374,20.56303,20.347,20.37378,0.1554061,0.02644485,0.02990962,0.03558002,0.1400496
1237648721252189380,756,301,3,756,1220,6,229.04161864975,-0.0975029644941355,22.68298,22.94212,22.59551,22.17596,21.99974,0.2447224,0.1412032,0.162892,0.1682359,0.4948069
1237648721252189379,756,301,3,756,1219,6,229.043878983154,-0.10036039047518,24.17304,22.81375,22.31852,22.39994,21.46848,0.6505331,0.1268473,0.1285814,0.2037119,0.3458681
1237648721252189378,756,301,3,756,1218,6,229.044019580955,-0.0988017671712967,23.93068,22.68847,22.22736,22.03236,21.54463,0.5882745,0.1146661,0.1188612,0.1488305,0.3650587
1237648721252189377,756,301,3,756,1217,6,229.042981154126,-0.0991124406250113,25.03496,24.50597,23.81813,21.8252,21.54772,0.6409635,0.4373491,0.4294797,0.123928,0.3660524
1237648721252189382,756,301,3,756,1222,6,229.038057875056,-0.0993588944569837,23.2594,25.00093,23.95913,22.47231,22.05209,0.3847655,0.4963642,0.4657764,0.216508,0.510506
1237648721252189373,756,301,3,756,1213,6,229.038792009028,-0.0978887752617223,19.87435,17.46902,16.35592,15.93019,15.6806,0.03049268,0.00480132,0.003932249,0.004037054,0.005967444
1237648721252191011,756,301,3,756,2851,6,229.041770298396,-0.10261940238465,23.20956,22.79662,22.25324,22.09474,21.5369,0.3645526,0.1248182,0.121837,0.1570836,0.3598047
1237648721252190172,756,301,3,756,2012,6,229.039801601834,-0.102185843273804,22.64823,21.69321,21.3702,21.0646,21.29534,0.2362349,0.05089571,0.05741942,0.06444509,0.3018075
1237648721252189376,756,301,3,756,1216,6,229.04199332086,-0.099447963205274,22.51656,21.49675,21.11238,20.88591,20.97018,0.2136993,0.04357317,0.04628372,0.05545821,0.2312547
1237648721252190171,756,301,3,756,2011,6,229.038829057772,-0.103156274611912,22.03535,20.86782,20.63098,20.48635,20.41889,0.1464743,0.02737126,0.03163657,0.03999546,0.1446606
1237648721252190167,756,301,3,756,2007,3,229.03558666933,-0.0983419189317446,21.63475,20.73913,20.37612,20.21223,20.02106,0.1289688,0.02920996,0.03166768,0.04023403,0.1341931
1237648721252188495,756,301,3,756,335,6,229.033682143935,-0.104580097661206,21.81197,20.75196,20.34739,20.27698,20.39771,0.1218259,0.02507444,0.02535918,0.03358737,0.1419051
1237648721252189418,756,301,3,756,1258,3,229.050525462193,-0.132734736604618,23.6413,22.13611,21.62561,21.55208,21.55133,0.5730316,0.08349857,0.08377533,0.1163698,0.4449178
1237648721252189419,756,301,3,756,1259,6,229.053036332182,-0.132645867834253,24.42525,23.83148,22.86629,22.26776,21.97457,0.6893893,0.2862511,0.206303,0.1819158,0.4871458
1237648721252189416,756,301,3,756,1256,6,229.051479947225,-0.133303864675563,21.65955,20.36857,19.87321,19.69009,19.60813,0.1072354,0.01920687,0.01805113,0.02131289,0.07261161
1237648721252189417,756,301,3,756,1257,6,229.05411023067,-0.132730606636354,22.14653,20.76636,20.52699,20.39034,20.63479,0.1601501,0.0253285,0.02926531,0.03709592,0.1758976
1237648721252190293,756,301,3,756,2133,6,229.061024579945,-0.120440324001454,23.92762,22.45116,21.71906,21.92205,21.27307,0.6059203,0.09796043,0.0807524,0.1425138,0.3161012
1237648721252190292,756,301,3,756,2132,6,229.058957300033,-0.120723317906217,22.28237,21.46125,20.95986,20.87784,21.027,0.1751875,0.04215581,0.04097177,0.05465271,0.2415756
1237648721252190321,756,301,3,756,2161,6,229.060397826035,-0.123506801039587,24.16925,22.67653,22.17323,22.00093,22.60979,0.6402325,0.1129688,0.1133912,0.1438099,0.629928
1237648721252188709,756,301,3,756,549,6,229.051270267147,-0.119563250384715,22.42659,22.99198,21.23442,20.95148,22.06738,0.2008807,0.1542041,0.05308004,0.05972004,0.5095289
1237648721252188711,756,301,3,756,551,6,229.052308974403,-0.121322231151021,23.52775,22.59556,22.45588,21.87972,22.08302,0.4657552,0.1057357,0.145113,0.1298738,0.5186321
1237648721252188712,756,301,3,756,552,3,229.054841898257,-0.122894296717068,21.79767,20.45762,20.05035,19.86081,19.88784,0.1454954,0.02366604,0.02440633,0.02985274,0.1181494
1237648721252188708,756,301,3,756,548,6,229.05450890588,-0.120890181736007,22.19943,20.94922,20.64047,20.47563,20.47393,0.1650795,0.02893845,0.03195403,0.03961489,0.1529966
1237648721252191091,756,301,3,756,2931,6,229.057979011316,-0.126467641249053,23.2287,22.79156,22.00565,22.07315,22.55558,0.3871332,0.1276797,0.1018116,0.160063,0.6484028
1237648721252191090,756,301,3,756,2930,6,229.057374460227,-0.125365616252414,23.2968,22.17034,21.64502,21.51682,21.5803,0.3983953,0.07480618,0.07312971,0.09601331,0.3778839
1237648721252188710,756,301,3,756,550,6,229.056729245101,-0.121631206989505,22.96386,21.59801,21.3231,21.20226,21.13936,0.3052978,0.04690309,0.05505848,0.07203712,0.2655449
1237648721252191041,756,301,3,756,2881,6,229.048993994476,-0.125742204403738,24.83452,23.09269,23.16971,22.65606,22.40378,0.6798264,0.1578155,0.2622021,0.2498924,0.5908417
1237648721252188471,756,301,3,756,311,6,229.04550239327,-0.121154391410202,24.41101,21.70715,20.31526,19.56716,19.0883,0.7130999,0.05242682,0.02529036,0.02001966,0.04866804
1237648721252191064,756,301,3,756,2904,6,229.052329551685,-0.124971382010737,24.52143,22.46247,22.03546,22.22383,21.97348,0.6917409,0.09344172,0.1007884,0.1746156,0.4869139
1237648721252190249,756,301,3,756,2089,6,229.050329694969,-0.130598128183531,23.96623,22.61311,22.34403,21.79141,22.16592,0.5923859,0.1067738,0.1321038,0.1208158,0.5373688
1237648721252190250,756,301,3,756,2090,6,229.051450690499,-0.130681483619138,24.18771,22.7158,22.27872,22.10114,22.23128,0.6442346,0.116145,0.1243631,0.157081,0.5558056
1237648721252190248,756,301,3,756,2088,6,229.051540368344,-0.129156157532417,21.53994,20.55939,20.21144,20.08271,20.02641,0.09747208,0.02174837,0.02299971,0.02879763,0.1035248
1237648721252190265,756,301,3,756,2105,6,229.056340304546,-0.128342500374789,22.15545,21.11082,20.72175,20.63365,20.94321,0.1603601,0.03269067,0.03423689,0.04531319,0.228793
1237648721252190264,756,301,3,756,2104,6,229.056507396752,-0.129008352127983,22.04089,20.70108,20.3241,20.24315,20.18957,0.1473995,0.02451961,0.02541948,0.03332684,0.1209849
1237648721252189443,756,301,3,756,1283,6,229.0540211813,-0.129846034890219,23.84598,22.01342,21.71929,21.5853,21.38913,0.6164327,0.07151176,0.08598336,0.1141436,0.3692367
1237648721252189442,756,301,3,756,1282,3,229.054806071421,-0.125832418987796,25.01781,22.3698,21.27279,21.00765,20.585,0.8950776,0.1351471,0.07629725,0.08893385,0.2441077
1237648721252189441,756,301,3,756,1281,6,229.053942669802,-0.126813184775791,20.55612,19.11503,18.51543,18.25271,18.13841,0.04786162,0.009233591,0.007963161,0.008580177,0.02307255
1237648721252189444,756,301,3,756,1284,3,229.054221834091,-0.128168054003164,23.63784,22.92622,22.41506,22.28106,21.5207,0.4921179,0.1396296,0.1401754,0.1902457,0.3576064
1237648721252190279,756,301,3,756,2119,6,229.056913780421,-0.0956392299189414,23.53947,21.90595,21.58286,21.43715,21.57265,0.4687572,0.05977027,0.06835239,0.08806881,0.3687993
1237648721252191347,756,301,3,756,3187,6,229.059857263049,-0.100763462926104,23.64367,23.56352,22.73503,22.75431,22.13002,0.4970385,0.2330633,0.1842484,0.2728113,0.5309311
1237648721252190315,756,301,3,756,2155,6,229.061781606976,-0.102644506771746,23.77094,22.35793,21.87707,21.73895,22.08112,0.5445997,0.08786753,0.08961099,0.1173849,0.527832
1237648721252189486,756,301,3,756,1326,3,229.060952142261,-0.0984257078721586,25.21644,23.99637,22.42753,21.4155,20.61897,0.5928076,0.3218856,0.1410215,0.08649097,0.1722761
1237648721252189491,756,301,3,756,1331,6,229.061914159601,-0.0999821420888162,24.45779,22.75957,22.13105,22.18791,22.57106,0.6845439,0.1208287,0.1094972,0.1694621,0.6239529
1237648721252191046,756,301,3,756,2886,6,229.048723830689,-0.100235795830066,24.97082,22.38248,22.05668,21.83401,22.99842,0.6521525,0.08818647,0.1027315,0.1248737,0.6279485
1237648721252189645,756,301,3,756,1485,6,229.053427230347,-0.10742018755203,21.98086,20.83706,20.51748,20.62093,20.83634,0.1416883,0.0272748,0.02985456,0.04639576,0.2153637
1237648721252190255,756,301,3,756,2095,6,229.054073224552,-0.102429343910197,24.19535,24.19658,22.5334,21.58361,20.67729,0.6778455,0.3835747,0.1624903,0.1053732,0.1885499
1237648721252190258,756,301,3,756,2098,6,229.053290838969,-0.102133466346319,24.52262,22.7316,22.14529,21.98004,22.15452,0.6876419,0.1179113,0.1108946,0.141959,0.5382481
1237648721252191068,756,301,3,756,2908,3,229.052897480229,-0.0963375353190071,23.32529,21.97517,21.56412,21.32628,20.8621,0.4463403,0.07142819,0.07688732,0.09319072,0.2463172
1237648721252190257,756,301,3,756,2097,6,229.054583126071,-0.100802342778718,24.49997,22.51166,22.13966,22.00858,21.96195,0.6939705,0.09835401,0.1102322,0.1455079,0.4847757
1237648721252191074,756,301,3,756,2914,6,229.054318251917,-0.0987531327483724,24.15088,22.75401,22.38204,22.10035,21.76206,0.6463427,0.1200738,0.1355954,0.157217,0.4258714
1237648721252191047,756,301,3,756,2887,3,229.049987539062,-0.100577617010725,24.57899,22.9346,22.05737,22.13446,22.14737,0.7970332,0.1645034,0.1193887,0.1922785,0.6356544
1237648721252191414,756,301,3,756,3254,3,229.059158424784,-0.114092467189934,24.52444,23.83571,22.71103,21.37969,20.5326,0.7824642,0.3270995,0.2068394,0.09752684,0.1857255
1237648721252190304,756,301,3,756,2144,6,229.061088344695,-0.116499937615367,23.71646,23.3066,23.29511,22.39687,22.11357,0.5193462,0.1916272,0.2922527,0.2025125,0.5310796
1237648721252190317,756,301,3,756,2157,6,229.060490717959,-0.108493293573344,22.28791,22.04914,21.70718,21.4481,21.7452,0.1773025,0.06767388,0.07696742,0.0906685,0.4292576
1237648721252190318,756,301,3,756,2158,6,229.061408647069,-0.10979351713372,24.3434,22.46128,21.90697,21.73925,22.04979,0.6887607,0.09411281,0.09023807,0.1149188,0.5105903
1237648721252189643,756,301,3,756,1483,6,229.054948545272,-0.108144047411416,24.2417,22.90334,21.2977,19.43905,18.42537,0.6548997,0.1373612,0.05405492,0.01782587,0.02820391
1237648721252191098,756,301,3,756,2938,6,229.057890248531,-0.111332536318576,23.43872,23.34161,24.33876,23.31702,22.91823,0.4594476,0.2108752,0.6084127,0.4535861,0.6968555
1237648721252191096,756,301,3,756,2936,6,229.058159906558,-0.110256898300606,24.08859,22.47168,22.00826,21.79297,22.52965,0.6864514,0.1040622,0.1092461,0.13491,0.6971202
1237648721252189644,756,301,3,756,1484,6,229.05637393892,-0.108206793668292,21.93895,20.68291,20.33765,20.19103,20.22316,0.1336625,0.02395645,0.02523144,0.03138205,0.1222647
1237648721252191097,756,301,3,756,2937,6,229.058101383481,-0.112380290766796,24.53679,23.26287,22.90973,23.18878,22.92611,0.6973318,0.1875395,0.2175136,0.3892099,0.6496356
1237648721252191095,756,301,3,756,2935,6,229.058969298509,-0.111650916405706,25.28035,22.55452,21.03946,19.77514,19.07873,0.5661514,0.1021394,0.04380473,0.02283436,0.04727735
1237648721252189647,756,301,3,756,1487,6,229.057640499839,-0.107391612054802,22.51672,21.3957,20.93716,21.01882,21.05551,0.2128268,0.04018028,0.04038418,0.06238749,0.250059
1237648721252190253,756,301,3,756,2093,6,229.054700916686,-0.102510146237573,22.47601,21.84193,21.44987,21.19243,21.44235,0.2044883,0.05734735,0.0616773,0.07183351,0.3368884
1237648721252190254,756,301,3,756,2094,6,229.05522495035,-0.10335284742482,24.23983,21.8338,21.3453,21.4349,22.11568,0.6846982,0.05887981,0.05855069,0.09284379,0.5552832
1237648721252190256,756,301,3,756,2096,6,229.055182325673,-0.105040619850757,23.75898,22.80301,22.36134,21.96233,23.06375,0.5615028,0.1259582,0.133727,0.1397036,0.6223933
1237648721252190312,756,301,3,756,2152,6,229.060263158684,-0.102856202039907,22.45422,21.56059,21.1427,21.1777,21.16904,0.215588,0.04859381,0.05129619,0.07745598,0.3034574
1237648721252190314,756,301,3,756,2154,6,229.062225095124,-0.10443557583617,23.07786,21.81365,21.47637,21.28479,21.32379,0.3429812,0.0557578,0.06272974,0.07776602,0.3073875
1237648721252190313,756,301,3,756,2153,6,229.061381470425,-0.105729572457336,23.38596,21.63144,21.33208,21.19703,21.10468,0.4328036,0.04955033,0.0572595,0.07490883,0.2698829
1237648721252190278,756,301,3,756,2118,6,229.056928199528,-0.0973751485884922,21.77313,20.81083,20.45477,20.30237,20.45324,0.118084,0.02632627,0.02773543,0.03466092,0.1512877
1237648721252190280,756,301,3,756,2120,3,229.056064721743,-0.0975740500587236,24.39783,23.02829,21.39587,21.08426,21.46907,1.355938,0.30142,0.111049,0.1280517,0.7039593
1237648721252191086,756,301,3,756,2926,6,229.057484821098,-0.0999674661415063,23.16926,22.38237,22.18517,21.86336,21.42769,0.4010552,0.09985103,0.1307694,0.1482579,0.3878741
1237648721252191345,756,301,3,756,3185,3,229.058825408353,-0.105608285249218,25.35606,23.32988,22.43495,22.77563,21.08929,0.6287097,0.2212846,0.1639614,0.3225129,0.2987819
1237648721252190302,756,301,3,756,2142,6,229.060420486311,-0.117590583052845,21.85113,20.79838,20.40297,20.32784,20.39441,0.1252307,0.02604988,0.02679094,0.03545564,0.1450181
1237648721252191093,756,301,3,756,2933,6,229.058924992979,-0.115896060359291,23.43872,22.28476,21.72008,21.65457,21.6123,0.4596165,0.08770054,0.08308895,0.1167754,0.4214774
1237648721252190285,756,301,3,756,2125,6,229.057712467687,-0.11834804405937,22.00887,20.98432,20.69208,20.46585,20.50213,0.1411221,0.02953456,0.03308851,0.03902807,0.1557713
1237648721252189649,756,301,3,756,1489,6,229.053404270091,-0.108767084239515,24.47416,22.28312,21.77687,21.80273,22.495,0.6921291,0.08164451,0.08126781,0.123342,0.6119437
1237648721252189449,756,301,3,756,1289,6,229.052671161755,-0.111824485758791,22.58008,21.52002,21.27643,20.98425,20.64206,0.2262174,0.04442129,0.05349517,0.06036577,0.175514
1237648721252189448,756,301,3,756,1288,6,229.053542686107,-0.112321153497141,21.81728,20.79251,20.44658,20.35003,20.45828,0.1209665,0.02607156,0.02767845,0.0360726,0.1515984
1237648721252189450,756,301,3,756,1290,6,229.05526301776,-0.110789504089717,25.79165,22.97025,22.35664,22.50516,21.92774,0.3999401,0.1444887,0.1334993,0.2218677,0.4754939
1237648721252189447,756,301,3,756,1287,6,229.054607424882,-0.111418714595308,21.53542,20.34024,19.81112,19.61289,19.68121,0.09819112,0.01912697,0.01751502,0.02062349,0.07923672
1237648721252188706,756,301,3,756,546,6,229.051282678703,-0.118465848024425,18.88757,17.62169,17.32817,17.2083,17.18088,0.01707566,0.004985981,0.004925852,0.005470605,0.01232846
1237648721252188707,756,301,3,756,547,6,229.053348007002,-0.119409354560331,21.8197,20.75464,20.37132,20.27111,20.25632,0.1213289,0.02524201,0.02583538,0.03322748,0.1250876
1237648721252189397,756,301,3,756,1237,6,229.052423903758,-0.114952994489315,24.43301,22.12432,20.53408,19.88799,19.55772,0.6847718,0.0716733,0.02939678,0.02492521,0.06991094
1237648721252191076,756,301,3,756,2916,6,229.054344720937,-0.114433216560354,23.53346,23.23269,23.13158,22.57975,22.24149,0.4536862,0.179061,0.2560556,0.2368569,0.5591536
1237648721252191045,756,301,3,756,2885,6,229.04684431279,-0.1005673388256,23.00896,22.09532,21.58931,21.64338,21.14106,0.325547,0.07215866,0.07163922,0.1110527,0.2789641
1237648721252188509,756,301,3,756,349,6,229.044103674508,-0.106122808640553,21.92665,20.82701,20.55636,20.44409,20.23789,0.1334787,0.02627483,0.02965524,0.03834739,0.1236345
1237648721252189646,756,301,3,756,1486,6,229.051161699415,-0.106397434371039,22.33917,21.25467,20.82843,20.80009,20.64845,0.1854234,0.03661188,0.03737124,0.05239196,0.1807141
1237648721252191340,756,301,3,756,3180,6,229.049034820765,-0.106653898462974,25.11661,23.33483,22.33331,22.18639,22.1314,0.7659475,0.2379179,0.1609382,0.211873,0.6693714
1237648721252191033,756,301,3,756,2873,6,229.048831880738,-0.102684499387941,23.80821,22.41196,21.8172,21.85397,21.91497,0.5436345,0.09030395,0.08353041,0.1271164,0.4695081
1237648721252190192,756,301,3,756,2032,6,229.043696888552,-0.111795513710661,22.18034,20.94387,20.66905,20.46622,20.61063,0.1606787,0.02861657,0.03246643,0.03901106,0.1693409
1237648721252189396,756,301,3,756,1236,6,229.047046855645,-0.111622454758361,21.40798,20.19326,19.62919,19.38288,19.35572,0.08833861,0.01730913,0.01531837,0.01719798,0.059177
1237648721252189399,756,301,3,756,1239,6,229.045871149629,-0.107674034204064,21.90931,20.86374,20.5516,20.42355,20.32893,0.1307474,0.02706861,0.02983494,0.03815442,0.1355296
1237648721252189403,756,301,3,756,1243,6,229.046298811319,-0.108244412877929,24.09521,22.79149,22.39178,21.5376,22.23621,0.6236241,0.1283392,0.1397562,0.096844,0.5561661
1237648721252189402,756,301,3,756,1242,6,229.046909525673,-0.109384839449386,22.67447,24.52501,24.76328,22.37465,22.36123,0.2439405,0.4419846,0.6121125,0.2001419,0.5884318
1237648721252189405,756,301,3,756,1245,6,229.044785143941,-0.109851946715327,24.51808,24.67551,24.35515,22.17185,21.52094,0.6888406,0.4724801,0.56457,0.1676743,0.3599186
1237648721252189406,756,301,3,756,1246,6,229.044895523285,-0.109278003523064,24.95144,23.1999,22.48634,22.49849,21.78502,0.6680124,0.1750236,0.1489951,0.2232213,0.431357
1237648721252189400,756,301,3,756,1240,6,229.050317884391,-0.11441608010823,24.3289,22.24034,21.11977,20.63622,20.36908,0.6717822,0.07863008,0.04668382,0.04499881,0.1388648
1237648721252190222,756,301,3,756,2062,6,229.04786935006,-0.114812178831845,21.87577,20.79816,20.48523,20.36479,20.41176,0.1263328,0.02574936,0.02812161,0.0359273,0.1441209
1237648721252189648,756,301,3,756,1488,6,229.051777230281,-0.107761139654019,22.42647,21.55959,21.44233,23.03867,22.08751,0.1965162,0.04600697,0.06163997,0.3413954,0.5211406
1237648721252189407,756,301,3,756,1247,6,229.049547583061,-0.109685098941757,24.85572,23.02639,22.57189,22.94255,22.69596,0.7199031,0.156828,0.1652241,0.3260889,0.6520403
1237648721252189404,756,301,3,756,1244,6,229.048689194123,-0.108677415851692,23.95895,22.38465,21.8663,21.6926,21.50804,0.6013251,0.08881686,0.08718687,0.1104348,0.3566468
1237648721252189408,756,301,3,756,1248,6,229.04746989818,-0.112765280414709,24.55497,23.17226,24.18963,22.676,22.33331,0.6841689,0.1702287,0.5269456,0.2567361,0.5807183
1237648721252189398,756,301,3,756,1238,6,229.049623225461,-0.112511031525553,23.77613,23.10859,21.72805,20.16809,19.56889,0.5447114,0.1681084,0.08037271,0.03168446,0.07244378
1237648721252189401,756,301,3,756,1241,6,229.048674465222,-0.110871584044259,24.03748,21.68839,21.31393,21.15009,20.93582,0.6673708,0.05460573,0.06015656,0.07716225,0.2517172
