objid,ra,dec,u,g,r,i,z
1237648721252189137,229.000762011998,-0.100829159095705,22.29238,21.48963,21.13782,20.90811,20.80215
1237648721252189135,229.004804418363,-0.101475731919691,22.2229,21.12649,20.8386,20.7208,20.79265
1237648721252189140,229.003514845663,-0.101206549350705,24.5211,22.9486,22.35747,22.01286,23.02108
1237648721252188464,228.999342120766,-0.104407070600028,21.58478,20.35552,19.83284,19.58495,19.515
1237648721252188435,229.00076652428,-0.10637712354762,18.85554,17.55964,17.53295,17.52586,17.57161
1237648721252188428,229.004638545361,-0.107307708175448,15.49435,13.98158,13.38178,13.1666,13.08933
1237648721252189138,229.001680410303,-0.101966622685388,22.45445,21.56407,21.19716,20.99856,21.12426
1237648721252188457,229.009009750424,-0.108526538438226,23.07104,20.20333,19.85616,19.59079,19.34243
1237648721252188474,229.008376155663,-0.108545946249617,21.63163,20.78402,24.89667,25.04543,19.87047
1237648721252188475,229.002758289654,-0.111323521586222,21.81674,23.48021,22.75432,22.19547,19.65669
1237648721252190646,228.966969369976,-0.1398837284791,24.32678,24.77717,22.40891,21.21455,21.86643
1237648721252190647,228.968043155632,-0.139064898711494,23.53807,22.4931,22.36581,22.61476,22.32063
1237648721252190615,228.962997716428,-0.131841392168524,23.0902,22.81999,22.48367,22.61452,22.17856
1237648721252190645,228.96713212778,-0.1374273654793,23.99442,22.3535,21.48951,21.5799,21.40143
1237648721252190633,228.965439068618,-0.135962852949022,23.97741,22.41567,21.93205,22.17525,21.45271
1237648721252188301,228.971906800401,-0.122976060230269,20.93366,19.57081,18.98826,18.74386,18.62136
1237648721252188923,228.965165170154,-0.121364821321072,21.9025,20.7198,20.402,20.30381,20.42916
1237648721252188933,228.968141527265,-0.119850370697723,21.67319,20.17653,19.64622,19.40425,19.31174
1237648721252188304,228.971003407402,-0.12599182006058,23.79992,21.94916,21.78247,21.51141,21.89675
1237648721252188300,228.969153849477,-0.127907501386316,18.51395,16.69003,15.9613,15.64834,15.49307
1237648721252188302,228.970074121,-0.122651631899768,21.81894,20.74065,20.37154,20.33522,20.16878
1237648721252188269,228.958848597431,-0.128323875369823,16.41813,15.29693,15.1074,15.07144,15.09901
1237648721252188924,228.962401989431,-0.120064460264564,23.8491,22.30104,21.99263,21.8751,22.23951
1237648721252188925,228.963316650987,-0.121384535542063,23.33995,22.04179,21.73701,21.71395,21.61265
1237648721252189785,228.963488337535,-0.127915453002478,21.05049,20.6956,20.60817,20.28257,20.12041
1237648721252189784,228.96264432663,-0.127417054062753,23.44066,21.55266,20.47115,20.02863,19.58095
1237648721252188303,228.967356588791,-0.127574113037155,23.17942,21.90534,21.65678,21.60668,23.09294
1237648721252190638,228.966713197618,-0.130516477498425,24.41921,22.89668,22.25293,22.08224,21.8628
1237648721252189857,228.977814575725,-0.0968675199816714,23.95058,22.36881,21.92604,21.80511,21.63601
1237648721252189855,228.978016620232,-0.0961457621154936,21.73295,20.48583,20.06687,19.87741,19.89911
1237648721252189856,228.977605229944,-0.0981343676721085,22.74108,21.57912,21.12629,21.0425,20.93675
1237648721252190685,228.976001577882,-0.106047415578023,24.1484,22.63827,22.21876,21.96247,22.28456
1237648721252188331,228.976135098661,-0.102286945553455,21.71058,20.85604,20.48505,20.46991,20.38662
1237648721252190662,228.97277206599,-0.102125693505104,23.17941,22.81173,22.60191,22.81738,22.83334
1237648721252188343,228.975291782374,-0.102747780476096,23.8134,23.93702,22.88211,22.72235,22.31523
1237648721252188340,228.976179508314,-0.101083531578191,23.85665,22.87744,22.42053,22.15781,21.6098
1237648721252189779,228.959764211785,-0.0960207262602136,23.26734,22.29517,22.02295,21.70149,22.47972
1237648721252189781,228.960734002891,-0.097167428445253,24.51603,24.46532,22.74114,22.5129,22.79622
1237648721252188297,228.965330567066,-0.10290062769348,22.60234,25.09506,23.94787,25.59922,22.45036
1237648721252188295,228.96339182117,-0.104246350977994,23.92752,22.41765,21.87622,21.90839,21.42642
1237648721252188292,228.964691823001,-0.104022115305803,21.83572,20.47177,20.00599,19.87313,19.7656
1237648721252190640,228.967416684416,-0.0956725613390541,22.59628,22.00137,21.70216,21.51725,21.48494
1237648721252189801,228.966577549004,-0.0980201703760336,21.7701,20.92999,20.65468,20.44049,20.41515
1237648721252188288,228.966386239545,-0.101396980284407,19.34489,17.7574,17.13498,16.92257,16.81889
1237648721252189782,228.962375825213,-0.0973703766807157,24.57256,24.17966,22.98695,22.58245,22.28167
1237648721252189778,228.962288847146,-0.0989294956618289,22.28929,21.49857,21.06326,20.92432,20.70042
1237648721252190671,228.974643536767,-0.111211207358205,23.89722,22.12588,21.72069,21.68644,21.48946
1237648721252190669,228.974260726105,-0.108551635415474,23.12884,21.75701,21.45163,21.23343,21.21351
1237648721252189802,228.967910688948,-0.110543942240969,22.01612,20.98397,20.65002,20.55438,20.17596
1237648721252190656,228.971295705332,-0.113068260142874,23.04773,21.91652,21.73296,21.70163,21.19433
1237648721252191282,228.974765858072,-0.11287343916117,23.33851,23.60388,22.86965,23.12253,21.79727
1237648721252189842,228.974000681197,-0.105135322644558,22.42829,21.38235,21.0458,20.9834,20.97716
1237648721252188294,228.971402856681,-0.100364454392018,22.28741,21.51155,21.14177,21.04424,20.93716
1237648721252188289,228.970520773871,-0.0994071044029898,18.775,17.68896,17.88892,18.07714,18.19358
1237648721252188293,228.969827930966,-0.101427281267691,22.10081,20.51642,20.13497,20.03583,20.00011
1237648721252188290,228.967471435161,-0.102165138224439,21.44802,20.22237,19.66339,19.45452,19.36918
1237648721252190653,228.970185477406,-0.105069522644782,24.55707,22.82623,22.46167,22.22585,22.66211
1237648721252190661,228.972500335264,-0.118276166863134,24.24396,22.92951,22.33645,22.18299,21.85342
1237648721252190637,228.964674577774,-0.114509038681166,23.13743,22.01081,21.11455,20.75272,20.47923
1237648721252189803,228.968789800697,-0.11438556159963,22.39076,21.14316,20.80412,20.74437,20.61558
1237648721252190576,228.955550476226,-0.105867254845474,22.81626,21.89429,21.45064,21.47737,21.35423
1237648721252188296,228.962549627506,-0.104534201698944,24.29986,22.8716,22.26371,22.28064,22.75574
1237648721252189758,228.957395316418,-0.112855976140804,21.83684,20.77868,20.43299,20.30547,20.2556
1237648721252189757,228.955904656851,-0.111705384132521,21.54446,20.53957,20.21173,20.04626,19.93495
1237648721252188225,228.957097924333,-0.116874909890343,18.46553,16.86287,16.20351,15.9112,15.74412
1237648721252190590,228.959273027105,-0.108906440987958,24.32099,22.74568,22.28011,22.2076,21.68705
1237648721252190583,228.957331057247,-0.109425715964333,24.59601,22.37273,21.06849,19.62808,18.83438
1237648721252188929,228.962753703863,-0.113783385542342,24.02406,22.25638,21.96712,21.6451,22.08721
1237648721252188928,228.959776791999,-0.11143779088345,24.3351,22.37743,21.36808,20.9708,20.51756
1237648721252188337,228.97973047749,-0.106688316531705,23.62474,21.81293,21.54051,21.33284,21.08139
1237648721252188339,228.979057805911,-0.103684581856422,25.20454,23.24985,22.10756,22.00035,21.31607
1237648721252188342,228.978343664617,-0.103413542878482,23.65159,23.27506,22.71666,22.50874,22.2051
1237648721252189063,228.986101196728,-0.106377370871541,25.09059,23.0201,22.36341,23.2348,22.72127
1237648721252188336,228.981557822654,-0.106141398314855,22.41763,21.47818,21.10532,21.00443,20.93162
1237648721252188341,228.980953623806,-0.105472244148319,24.0701,24.19793,23.20942,22.28325,21.88593
1237648721252188332,228.979050872876,-0.102076814854981,22.14954,21.08358,20.71803,20.62674,21.46599
1237648721252188330,228.978418809603,-0.102249362843576,21.78897,20.63143,20.29346,20.11553,20.09492
1237648721252188338,228.979748171708,-0.103925705371288,24.36238,23.43892,21.96164,21.54547,21.14359
1237648721252188972,228.978445795578,-0.119166961445338,22.00974,21.07771,20.66146,20.66704,20.68449
1237648721252188975,228.983244952707,-0.118584931157379,22.14682,21.44632,21.07804,21.07052,21.29535
1237648721252188317,228.980922475802,-0.114945291418297,24.16291,22.73147,22.18588,22.14117,22.29631
1237648721252189853,228.977465691712,-0.112180920849376,22.50385,21.56444,21.0757,21.0857,21.27343
1237648721252188316,228.980416451111,-0.114034166822342,24.0261,22.10507,21.7463,21.64347,21.29593
1237648721252188315,228.978306206004,-0.115286541112482,19.32885,17.73512,17.04035,16.74365,16.57765
1237648721252188350,228.992364071554,-0.116723173598131,23.41899,22.1965,21.8568,21.35942,22.45237
1237648721252188349,228.98770706569,-0.109640024772825,22.20671,21.51139,21.16977,21.19111,20.91919
1237648721252188348,228.987359657295,-0.113101683179459,22.35593,21.43106,20.92105,20.7399,20.33215
1237648721252188352,228.988292809352,-0.111520172933691,24.41418,22.13168,21.79071,21.85562,22.46376
1237648721252188347,228.990183685864,-0.119460177449728,21.09483,19.80147,19.19623,18.99301,18.88282
1237648721252188358,228.988385752095,-0.116911956093919,24.97564,23.37567,23.60573,23.74012,22.26663
1237648721252188354,228.988659576854,-0.117819959945357,23.20656,22.53105,22.17602,21.91906,21.96231
1237648721252188351,228.989275792793,-0.118483018865089,23.5481,22.18196,21.80293,21.8103,21.44224
1237648721252188346,228.988419503457,-0.114778639142321,18.99014,17.74554,17.59859,17.55533,17.53339
1237648721252188356,228.990795486517,-0.117993619908505,23.73515,22.95652,22.27617,22.25755,22.82605
1237648721252188357,228.990586739743,-0.11373306327539,24.76301,23.24305,22.86585,22.85163,21.84859
1237648721252188353,228.991298143212,-0.114600823768155,24.09493,25.04336,24.62327,21.66512,21.08696
1237648721252190747,228.98461760287,-0.114653569176066,23.76646,22.51499,21.9711,21.6323,22.72973
1237648721252190749,228.985657719772,-0.114668713257438,23.88096,22.94123,22.4458,22.99007,21.6076
1237648721252190748,228.983715985233,-0.11567276903963,24.55477,22.61025,22.25247,22.04601,21.33149
1237648721252190739,228.984455226581,-0.107884112766107,24.80626,22.67065,22.28232,22.21496,22.39085
1237648721252190735,228.984305185577,-0.110189950607924,23.05794,22.19109,22.04547,21.86906,21.40904
1237648721252189869,228.980668690883,-0.108989561438823,21.3939,20.45978,20.02968,19.81567,19.75546
1237648721252190750,228.985241273992,-0.113171428212189,23.74567,23.21698,22.55445,22.33673,23.0214
1237648721252190691,228.978651529585,-0.142182571919794,25.30498,22.70969,22.39368,22.1348,21.89928
1237648721252188307,228.972443088758,-0.134801455295637,16.81436,15.43861,14.911,14.71796,14.64347
1237648721252188947,228.973470809673,-0.137928357895268,22.24628,21.46584,21.02529,20.94402,20.8163
1237648721252188946,228.974642541271,-0.140016854429031,20.37516,18.92933,18.31776,18.07013,17.90766
1237648721252189881,228.988337689314,-0.139626485536968,23.41173,22.98702,22.77192,22.46339,22.99843
1237648721252189927,228.984282657726,-0.134170235650202,22.64834,21.43389,20.97292,20.96722,20.73974
1237648721252189871,228.98133559184,-0.143340049219327,21.51542,20.50768,20.16761,20.01768,19.8567
1237648721252189878,228.980626454115,-0.143190935426477,23.62514,22.43826,21.92657,21.7152,21.74891
1237648721252189876,228.983169500431,-0.14322405293592,23.3602,21.93794,21.47763,21.33021,21.28333
1237648721252189877,228.984664083744,-0.14202964329991,23.40018,22.29545,21.85686,21.73953,21.49781
1237648721252189873,228.98589295417,-0.140334123581689,22.62652,21.53845,21.37578,21.13561,21.44791
1237648721252189874,228.984823932208,-0.140039312600628,23.51193,21.85827,21.44142,21.3725,22.30262
1237648721252189882,228.984568950742,-0.139246424267609,23.87012,23.14985,22.75187,23.03433,22.03343
1237648721252189833,228.97317426534,-0.126959467759578,22.45512,21.49204,21.14747,21.09582,21.26449
1237648721252189835,228.974031157893,-0.129854344305797,25.14483,23.08607,22.4412,22.34185,22.30121
1237648721252190704,228.980746279687,-0.130328248620436,23.7653,23.684,21.7219,20.46229,19.74961
1237648721252189847,228.977382857068,-0.12708113839416,23.34837,21.81701,21.54105,21.54255,22.53669
1237648721252189848,228.975365202796,-0.128356135289743,24.25775,22.14515,21.56701,21.63487,21.66909
1237648721252189846,228.976047857491,-0.127498181794597,22.80009,22.29345,21.67002,21.50407,20.92301
1237648721252190705,228.980195558611,-0.131525333726751,23.82583,22.69901,22.2454,22.23236,21.734
1237648721252189892,228.982004537692,-0.133526871092152,22.3634,21.65494,21.12557,21.03605,21.77012
1237648721252189893,228.980243100163,-0.134802173539983,22.47617,21.74357,21.49127,21.41444,21.49786
1237648721252189891,228.980401222742,-0.133641506365039,21.95788,20.96886,20.6539,20.57553,20.39374
1237648721252188312,228.97620128375,-0.134862104911405,24.13847,22.94243,22.2263,21.93615,21.90593
1237648721252188308,228.975700848539,-0.135447250411245,24.7816,22.84015,21.06373,19.80488,19.09879
1237648721252188310,228.976418171126,-0.132155676725209,24.70089,24.54465,22.3722,21.21801,20.90212
1237648721252188309,228.975618274086,-0.133778539979561,23.04317,21.6236,21.24515,21.21711,21.01259
1237648721252188311,228.974047138434,-0.134418542882249,24.06325,22.54308,21.98498,21.66225,21.36419
1237648721252189886,228.979814993582,-0.138664527410391,23.76231,22.04751,21.68034,21.52429,21.54385
1237648721252190034,229.007787401479,-0.142417480119355,21.47135,20.42803,20.08489,19.87401,19.75592
1237648721252188577,229.005095521286,-0.13302630514558,22.92917,22.17406,21.68188,21.50312,22.12453
1237648721252188580,229.003700147893,-0.135931862465463,24.23094,22.1112,21.7887,21.46449,21.26892
1237648721252188566,229.002256029711,-0.143232284866584,21.63232,20.58628,20.31462,20.35323,20.32923
1237648721252188568,229.003025435834,-0.141278911470414,21.92544,20.77791,20.46852,20.32111,20.26471
1237648721252190828,229.005498341702,-0.14263861797354,23.6176,22.40463,22.13028,22.43357,21.92506
1237648721252188586,229.007879651149,-0.138947310663749,23.96392,24.28772,22.6471,23.27258,22.71694
1237648721252188585,229.005885460877,-0.138544947327851,25.12002,23.37638,22.64089,23.37542,22.98138
1237648721252188582,229.00659242743,-0.139020960088446,24.28721,22.25076,21.94773,21.50714,22.4853
1237648721252189956,228.995259646485,-0.126746832391798,22.28812,21.90314,21.51065,21.3676,21.98451
1237648721252188571,229.000576824516,-0.142656386361308,21.9815,21.0893,20.78874,20.61341,20.39043
1237648721252188564,228.997788871301,-0.1376467380477,21.57582,20.48776,20.0629,20.41998,21.11806
1237648721252188562,228.997377191187,-0.141206035073923,20.47245,18.63293,17.90023,17.62841,17.488
1237648721252188576,228.995023931439,-0.13421856289205,23.49381,22.12024,21.64715,21.57886,21.69706
1237648721252188560,228.997130328993,-0.137934829052174,20.13008,17.57292,16.25902,15.56389,15.13243
1237648721252188574,228.994839232095,-0.138716834871952,23.51374,21.63934,23.53627,23.42256,22.42922
1237648721252188563,228.996133420251,-0.134801957413392,20.64174,19.33062,18.76575,18.5263,18.39041
1237648721252188469,228.996832319874,-0.131679775141488,23.11657,20.89427,20.49266,20.61486,20.36485
1237648721252188456,228.996590151938,-0.132108177787269,21.29891,20.18577,19.70019,19.50096,19.34951
1237648721252188584,229.002707060447,-0.139993306719224,24.05367,22.33482,21.79184,21.71142,21.54758
1237648721252188588,229.001902149852,-0.138319281462628,24.10287,24.8484,22.78085,23.22716,22.34263
1237648721252188565,229.000145326269,-0.138258879934554,21.68455,20.62856,20.29039,20.18724,20.1933
1237648721252188578,229.003209286812,-0.133370089420412,23.59273,21.94925,21.76202,21.59785,21.31441
1237648721252188579,229.001552649767,-0.134646056563037,23.19001,22.2428,21.78255,21.70353,21.48202
1237648721252188570,229.001889869423,-0.13521320189677,22.04486,20.91008,20.61407,20.35097,20.42989
1237648721252188575,229.000860158529,-0.137308788298806,23.06434,21.82746,21.42193,21.18597,21.93365
1237648721252188581,228.998238755352,-0.135988753284497,23.49226,22.43683,21.81353,21.77068,21.90342
1237648721252190766,228.989908570699,-0.14095492992433,24.49633,22.64861,22.17101,22.02516,22.33683
1237648721252189948,228.992393442497,-0.132839367155837,21.92165,20.90247,20.62449,20.48028,20.46047
1237648721252189933,228.991918584559,-0.136315234353815,23.58236,23.61858,22.87781,22.08461,21.69537
1237648721252189932,228.986322527159,-0.134553708819766,23.21299,22.69816,22.11136,22.20823,21.82135
1237648721252189924,228.987793772985,-0.131847158280679,21.63128,20.49817,20.11149,19.93111,19.87246
1237648721252189934,228.98549802806,-0.13410601879182,25.19454,23.37625,23.07966,22.34455,21.8046
1237648721252189935,228.987338620226,-0.137303186814955,24.22072,24.58093,23.28929,23.42691,22.0398
1237648721252189929,228.987483223492,-0.135498835658451,22.76295,21.91773,21.48814,21.55007,21.87749
1237648721252189931,228.988032246486,-0.136074399361082,23.66863,22.30487,21.92143,21.87539,22.65351
1237648721252189926,228.990168327952,-0.135429242893581,22.65404,21.35629,21.14858,20.88054,21.00315
1237648721252189928,228.989964255329,-0.13707906869655,22.27037,21.55564,21.28927,21.19094,21.5861
1237648721252189930,228.988251531358,-0.135435004726524,24.63535,22.14796,21.86539,21.59521,21.70729
1237648721252189961,228.994804721649,-0.125092139915726,23.43203,23.11129,22.74998,23.76619,22.18425
1237648721252190788,228.994803113997,-0.122291105163341,24.18884,22.53358,22.24148,22.19283,22.64399
1237648721252188477,228.993205272845,-0.120124849954083,24.65672,23.56216,21.76484,19.73783,18.48154
1237648721252189040,228.988963455542,-0.123742896446267,25.00886,23.07184,22.19509,22.43599,22.95246
1237648721252189962,228.992822691567,-0.125619632736085,24.06599,23.07885,22.57589,21.98692,21.83683
1237648721252189960,228.993427131777,-0.126377530809541,23.74142,22.90391,22.46013,22.39528,22.06897
1237648721252189959,228.992777250411,-0.127204543062537,23.70497,22.23322,21.99369,21.68677,21.60121
1237648721252189957,228.993775357944,-0.125304282962252,23.92563,22.43757,22.03518,21.68186,22.2443
1237648721252189955,228.993613355623,-0.124309281650845,21.7665,20.56835,20.16372,20.09455,20.11631
1237648721252191304,228.992458419943,-0.122336435134145,25.40657,23.58622,22.66958,22.94679,21.44082
1237648721252189042,228.990602842714,-0.122813929476193,23.36843,23.02918,22.29905,22.73483,22.08554
1237648721252188973,228.976228670723,-0.120312128804305,25.13492,23.52165,21.50318,20.38284,19.85474
1237648721252188971,228.978497042201,-0.124293667245315,22.63509,19.78024,18.64962,18.2493,17.94211
1237648721252188974,228.978460015434,-0.122524674077398,22.02148,21.00093,20.71344,20.58787,21.54152
1237648721252188977,228.977654676779,-0.120134664430016,23.30052,21.58469,21.20258,21.14393,22.18213
1237648721252188981,228.978127324699,-0.121169732851764,24.84852,23.41523,23.082,22.94505,22.82437
1237648721252188980,228.978774635287,-0.120961935709451,23.05389,23.57956,22.73555,22.41613,21.73516
1237648721252190722,228.981932562414,-0.128598393150407,23.36729,22.12308,21.71086,21.82622,21.71272
1237648721252190719,228.981768408753,-0.125815814918642,22.64461,21.7693,21.36395,21.18051,21.21218
1237648721252190723,228.981929425625,-0.12767389658766,23.35366,22.59116,22.20313,22.10523,22.25492
1237648721252188978,228.980351867926,-0.120366160715314,23.75042,22.82049,22.46621,22.24429,21.65569
1237648721252188979,228.981162443348,-0.120863258607986,24.05888,23.03842,22.46399,22.55906,21.92612
1237648721252190718,228.982802635083,-0.123986354180997,25.80847,23.36185,21.94201,20.95427,20.29069
1237648721252190730,228.983963945924,-0.122115967896918,23.24164,22.4498,21.90613,21.78608,21.98751
1237648721252189034,228.986289129294,-0.121579385599854,21.45544,20.13077,19.60171,19.37492,19.19487
1237648721252189039,228.985956107786,-0.125217256911964,22.65422,22.3589,21.90723,21.82722,21.71933
1237648721252189037,228.988157487534,-0.124902203765825,23.1501,21.43998,21.15378,21.02051,21.44835
1237648721252189041,228.985660870227,-0.123400901962377,24.28617,23.55874,22.34443,22.96283,21.93289
1237648721252190734,228.984394817689,-0.130894693279976,23.09797,21.6069,21.37607,21.29687,21.33889
1237648721252190729,228.983739483556,-0.126508211933138,23.8499,23.44839,23.28014,22.41991,22.73029
1237648721252189043,228.98542935713,-0.128640120400265,24.53337,23.25035,22.91931,22.61374,22.518
1237648721252189951,228.991548577714,-0.131116076507477,24.50067,23.56279,24.14705,23.35567,23.10093
1237648721252189038,228.987395065157,-0.126119138147295,23.58079,21.69542,21.20667,21.23846,21.14555
1237648721252189035,228.987084582152,-0.127488746435629,21.8123,20.51223,20.06644,19.78583,20.17284
1237648721252189274,229.023153240007,-0.0838863730039405,19.97597,18.58043,17.99167,17.76229,17.62882
1237648721252190085,229.018970567436,-0.0882034833378265,24.61851,23.5382,24.17877,22.97925,21.83903
1237648721252190082,229.018567974546,-0.0873991658811126,24.39274,22.5215,22.05634,21.84072,21.56262
1237648721252189277,229.018567108446,-0.0837389150802087,24.3933,22.32912,21.93312,22.09417,21.78231
1237648721252190083,229.01794111038,-0.0859576953827902,23.61725,22.54516,22.11016,22.02272,21.62425
1237648721252190084,229.019323829317,-0.0870829795315919,24.22731,22.57099,22.18364,22.46145,21.91292
1237648721252190902,229.022211903308,-0.0887240730736626,23.13769,22.40906,22.06107,21.67173,21.70291
1237648721252188637,229.024232216435,-0.074010397865175,22.63921,21.16497,20.79886,20.71732,20.56359
1237648721252188638,229.024369901693,-0.0734317366366917,22.00781,21.14586,20.85124,20.61111,21.26608
1237648721252188635,229.02636008812,-0.0734646320784082,21.9701,21.02738,20.60649,20.48412,20.50785
1237648721252188645,229.025302549153,-0.0717975875852573,23.48901,22.39054,21.98934,22.16827,21.6359
1237648721252190894,229.020438147013,-0.075558583915367,23.7224,22.30973,21.74077,21.70212,21.01723
1237648721252189275,229.025112531285,-0.0827660556486292,23.96019,21.67982,20.82433,20.45666,20.70505
1237648721252190117,229.024279852413,-0.0784925157625563,24.09461,22.43535,21.93229,21.72464,22.23834
1237648721252190116,229.025036947535,-0.0771120874159298,21.81479,20.60041,20.20243,20.09719,19.87799
1237648721252189211,229.012518795751,-0.0790287090367712,20.50825,19.16199,18.59064,18.33585,18.22509
1237648721252189200,229.01558575876,-0.0730015686144441,22.23446,20.9561,20.58538,20.38626,20.51001
1237648721252189201,229.012900097283,-0.0735687637997544,22.63627,21.26118,21.02247,20.81536,20.66269
1237648721252189205,229.013921143937,-0.0719075869416808,24.45451,22.93706,22.1017,22.03773,22.68835
1237648721252189198,229.012121689246,-0.0729576489012104,21.2435,20.21969,19.85637,19.6978,19.68223
1237648721252189203,229.017167804891,-0.0741263208627315,22.65365,21.53748,21.15387,21.03456,21.38226
1237648721252189207,229.017465698061,-0.0755776191203622,23.86832,23.20477,22.74231,22.4895,22.79324
1237648721252189280,229.01860525049,-0.0831248113877419,23.71762,22.60826,22.0202,21.99355,22.6293
1237648721252190873,229.015493498027,-0.0805192504625246,23.64006,22.30721,22.02353,21.70368,21.81446
1237648721252189278,229.024323894664,-0.0825454727470813,23.97459,22.37897,21.96953,21.95932,21.92261
1237648721252190110,229.021791069521,-0.0795937640104768,22.13549,21.10266,20.7335,20.69127,20.47091
1237648721252189279,229.021115070449,-0.0824764716218425,24.7756,25.21806,23.94497,21.69708,20.8935
1237648721252189281,229.020094074789,-0.082464155181992,25.25356,23.57879,22.83103,22.43963,21.91623
1237648721252190150,229.031278403616,-0.053074309057495,24.57424,23.44709,25.66587,25.1044,23.48336
1237648721252190958,229.030749298396,-0.0583262628135061,24.86587,23.45949,24.21516,24.19744,22.51571
1237648721252190149,229.031432573194,-0.0545796996924967,24.1137,22.35167,21.93136,21.74584,22.39491
1237648721252189631,229.013784790512,-0.0504442826539954,23.97406,22.60882,22.38597,22.16453,21.49289
1237648721252190107,229.019204996234,-0.0548905170932999,24.6093,22.46854,22.06434,22.06541,21.14154
1237648721252190106,229.020269871758,-0.0529334518235225,22.60146,21.81032,21.43946,21.27242,21.59005
1237648721252190105,229.018486324455,-0.0517454846055092,26.03976,23.70385,22.12892,20.63931,19.65809
1237648721252188652,229.027178148757,-0.0679837125720449,24.64138,23.05904,22.33437,22.13899,21.80703
1237648721252188649,229.027198751891,-0.0616369572898621,25.21329,23.53823,22.33694,22.06746,21.81833
1237648721252189321,229.029315473371,-0.0653836045643552,21.829,20.70546,20.45244,20.37447,20.33443
1237648721252188643,229.022714535212,-0.0640474813564017,24.25203,22.40789,21.84598,21.6383,22.38804
1237648721252188636,229.022206515114,-0.0620685058917001,22.79057,21.12918,20.79108,20.83536,22.32257
1237648721252188640,229.026136902921,-0.0615780573110169,22.85234,21.61095,21.27826,21.11286,21.28648
1237648721252188641,229.025620024331,-0.0648251142675412,23.66504,22.08937,23.29353,21.30531,21.96851
1237648721252189320,229.028037339134,-0.0643808830225097,21.74273,20.06156,19.39553,19.12084,19.19031
1237648721252189109,228.99715500758,-0.0590606702033895,25.04294,25.03947,24.81014,22.38601,22.68908
1237648721252189107,228.997518220305,-0.0541796006959087,23.01656,22.28559,21.98582,21.67398,22.0385
1237648721252189104,228.994501887288,-0.0551730651495604,25.32346,24.36883,22.29738,21.12019,20.33333
1237648721252189156,229.006360692103,-0.069418671310246,24.10624,21.85352,21.54771,21.38446,20.72581
1237648721252190008,229.001010922166,-0.0631519087590152,24.46312,22.61258,22.20725,21.9437,22.57963
1237648721252190009,229.002032268747,-0.0624524550832881,24.36565,23.22125,22.69812,23.61135,22.15142
1237648721252190007,229.001264024871,-0.0614861383278714,22.47602,21.66106,21.26801,21.12487,21.50428
1237648721252190819,229.002679806067,-0.0649988428498083,22.74942,22.03691,21.61359,21.38357,21.54435
1237648721252189145,229.005138043397,-0.052340080342457,19.82926,18.49308,17.98331,17.80587,17.7294
1237648721252189148,229.007573536738,-0.0509473543347509,23.54376,21.93527,21.48878,21.34378,21.31418
1237648721252190826,229.005033393479,-0.0597470558791419,23.7647,22.51467,22.20468,21.99434,21.67568
1237648721252190812,229.000468713761,-0.0530138903257207,24.19949,23.21372,22.75973,22.39585,22.75042
1237648721252191307,228.999696341124,-0.0596617558873755,24.17495,23.97771,22.50292,20.89185,19.94371
1237648721252189632,229.012411147494,-0.0504275012499784,23.3518,22.94674,22.6109,23.74634,22.08324
1237648721252189628,229.013848002145,-0.0537499800347994,23.28376,21.76732,21.37519,21.36266,21.83403
1237648721252189633,229.012188379919,-0.0522917050867337,24.66141,21.37611,19.87688,18.43047,17.61795
1237648721252189629,229.012787023581,-0.0513342477121715,24.87789,25.10581,22.75587,21.57078,20.66531
1237648721252190046,229.008910493985,-0.0597169343025999,24.05665,22.18886,21.74656,21.61424,22.31855
1237648721252190069,229.014887921354,-0.0595112535789476,21.69749,20.77906,20.44278,20.31183,20.24812
1237648721252190849,229.010497967533,-0.0539456682454469,24.46688,22.95601,22.38828,22.22976,21.65624
1237648721252189160,229.006884564594,-0.0682643309004677,24.11997,22.69082,22.08969,22.19804,21.72412
1237648721252191313,229.011456596541,-0.0648892837922845,24.4138,23.8875,22.32177,21.77315,21.60185
1237648721252189199,229.010532040589,-0.0697398688317397,21.75621,20.65067,20.3141,20.1796,20.12545
1237648721252188650,229.019165380329,-0.0638582741100582,25.15191,23.05745,22.23935,22.03752,22.54466
1237648721252188646,229.020550482194,-0.0641375394341969,24.59505,23.9423,22.77823,21.93831,21.01037
1237648721252188634,229.022508246882,-0.0660756223509306,15.19869,15.32477,14.7669,13.13909,13.16671
1237648721252189209,229.017276516227,-0.0696697355545695,23.7092,23.51485,23.18442,22.50725,22.18671
1237648721252190876,229.016432695914,-0.0677661252381524,23.23232,22.38374,21.83789,21.72876,21.67739
1237648721252188651,229.018895002894,-0.0625244907859786,25.56967,22.76572,22.32052,22.0901,22.14617
1237648721252190071,229.015231352455,-0.0605155275484119,23.8245,22.10068,21.74278,21.75422,22.16545
1237648721252190070,229.016757444653,-0.0602822511522962,23.50044,21.92001,21.66694,21.42831,21.35451
1237648721252190044,229.010141660182,-0.0617247400873732,22.33269,21.34846,20.99254,20.95688,21.19655
1237648721252190045,229.010937868097,-0.0621962113913286,23.45419,22.1804,21.74253,21.70229,21.83749
1237648721252190896,229.021262180711,-0.0947759585828158,22.85033,21.66034,21.27664,20.98019,20.96342
1237648721252190077,229.015422169286,-0.0849414620870106,21.86291,20.94848,20.69916,20.54096,20.44704
