objid,ra,dec,u,g,r,i,z
1237648721252190078,229.016753053854,-0.087199094368662,22.22042,21.39336,21.02015,20.92145,20.83772
1237648721252190081,229.014434201762,-0.0870744765192042,24.14369,22.60338,22.52106,22.13905,22.07805
1237648721252190079,229.015512852299,-0.087921046886271,24.10009,22.00784,21.75438,21.59088,21.68399
1237648721252189191,229.012409211149,-0.0938166256390022,24.38498,23.24616,22.65165,22.82062,21.88306
1237648721252190096,229.015580605269,-0.0943403576927336,22.3828,21.17768,20.88084,20.85606,20.55915
1237648721252191316,229.015835083015,-0.0898627864570168,24.63931,24.30655,22.8007,21.91766,21.04259
1237648721252189155,229.005858079742,-0.0739575436445564,23.50569,21.82264,21.45402,21.42513,22.28893
1237648721252189158,229.005845335482,-0.0757219924610788,24.76282,22.14498,21.76575,21.59729,22.64708
1237648721252189587,229.005408078849,-0.0832467735682106,24.13886,22.49672,21.99016,21.8025,21.43272
1237648721252189168,229.005424218792,-0.07999964646379,23.26264,21.37176,20.97981,20.91116,20.6645
1237648721252189172,229.00468822606,-0.0794198600941425,24.24772,22.47004,21.79538,21.82878,22.79208
1237648721252189176,229.006516067251,-0.0808146420603461,24.73697,23.04856,22.74056,22.42284,21.23174
1237648721252189174,229.009975358491,-0.0818194614208446,24.42108,22.84389,22.27288,22.50079,21.57354
1237648721252189169,229.010550624754,-0.0809149947881755,22.70489,21.27409,20.95106,20.80297,20.70485
1237648721252189173,229.008178300319,-0.0812151641363311,23.07952,22.33749,21.94715,21.60389,21.8963
1237648721252189166,229.007578946837,-0.0782205545140195,20.75643,19.66572,19.63267,19.72205,19.63113
1237648721252189167,229.008827686195,-0.0795820532509195,21.91867,20.72134,20.38199,20.34739,20.32641
1237648721252189141,229.002381398586,-0.0950545373955695,24.0686,23.18014,22.67276,22.27616,22.08372
1237648721252190014,229.002540401835,-0.091941621390471,22.31251,21.64315,21.21879,21.1126,20.83233
1237648721252189185,229.008749745991,-0.0945882949017122,23.49443,21.64511,21.22972,21.29189,20.86906
1237648721252189583,229.003450802841,-0.0886480396551831,21.624,20.56699,20.11194,19.95071,19.88819
1237648721252189582,229.004917150321,-0.0866789213893803,21.58987,20.50602,20.05046,19.87099,19.8286
1237648721252189590,229.004372853249,-0.0881316383236756,24.60082,23.4773,22.77862,23.23778,21.89076
1237648721252190831,229.006587661613,-0.0908004445331012,22.83813,21.84164,21.45639,21.29217,21.1859
1237648721252189584,229.003652972615,-0.0897919803740714,22.39803,21.33307,20.89782,20.86527,20.9368
1237648721252189581,229.004835036068,-0.0850250680767126,24.82611,20.89018,19.67531,19.26062,19.07454
1237648721252189585,229.0066380159,-0.0873537464599333,22.98119,21.61889,21.34857,21.47127,20.86223
1237648721252189589,229.008625259954,-0.0850760615794176,24.88345,23.45354,23.04691,22.39325,22.94579
1237648721252189588,229.00817877781,-0.0864691087726708,23.81632,22.59089,22.03779,21.92914,22.54701
1237648721252189586,229.006400437232,-0.0850891946343961,23.09173,22.10886,21.89614,21.60522,23.0779
1237648721252189184,229.01076192746,-0.0938391445136035,21.04222,19.74944,19.20252,18.96534,18.88449
1237648721252189190,229.012736488695,-0.0913984090086265,23.95488,22.64461,22.14724,22.13436,21.4472
1237648721252189181,229.009664357104,-0.0910500382714764,24.4646,21.29963,20.91656,20.86219,21.93891
1237648721252189180,229.009422613613,-0.0900289692407021,21.91946,21.08966,20.56446,20.36812,20.41406
1237648721252189188,229.011991442665,-0.0917594755865781,23.90076,22.34514,22.18326,21.95447,22.2252
1237648721252190080,229.013569574788,-0.0875381665532462,23.15315,22.30062,21.75537,21.65041,21.51851
1237648721252189179,229.010838441831,-0.0893954850124389,19.89543,18.33508,17.67848,17.39374,17.2525
1237648721252189591,229.009273705342,-0.086222155013777,25.68517,23.36071,23.02642,22.54821,22.23555
1237648721252190765,228.989804930082,-0.0596346549615173,23.3934,22.2526,21.76711,21.69753,21.65383
1237648721252189105,228.994473702677,-0.0592719221031504,23.80986,22.10758,21.57641,21.5878,22.72313
1237648721252190756,228.987447434325,-0.0695693733913012,23.02501,21.79035,21.43451,21.29881,21.22976
1237648721252190769,228.990044308976,-0.0708672718965605,23.62686,22.55736,21.96272,21.78673,21.53828
1237648721252190768,228.990130058026,-0.0702064088269093,23.14887,21.92651,21.60362,21.48193,21.44129
1237648721252189575,228.988293708192,-0.0650634211232598,24.85745,25.06971,23.52579,21.41613,20.16371
1237648721252189576,228.987903351761,-0.0636094695798068,23.83904,23.011,22.84378,22.40105,22.09789
1237648721252189161,229.005093767739,-0.070931706531306,23.95456,24.15811,24.43088,24.96288,22.02814
1237648721252189157,229.004449962816,-0.0699627337564761,23.6705,22.01118,21.65952,21.53078,22.35715
1237648721252190011,229.001448134316,-0.069319137908938,22.46709,22.06331,21.74148,21.67905,21.81491
1237648721252190013,229.001731668512,-0.0705315690843423,24.06482,25.17032,25.20331,24.63788,20.62651
1237648721252189102,228.99771392817,-0.0619792972829896,21.36771,19.98004,19.41867,19.21767,19.07936
1237648721252189087,228.994219236844,-0.0702582669128609,21.25352,20.2119,19.8505,19.73458,19.63559
1237648721252191389,228.995717105751,-0.0672367155048649,24.59695,24.30933,23.15627,21.82618,21.37686
1237648721252189103,228.99269539701,-0.0603138944348708,23.46095,23.37176,21.90266,20.49502,19.90778
1237648721252189106,228.991639347237,-0.0615720615468771,24.21892,22.42865,22.16381,21.98922,21.98876
1237648721252188996,228.980381843999,-0.0954903588309232,21.94369,20.86972,20.4983,20.30165,20.23473
1237648721252189005,228.981476431569,-0.0919967601719356,24.72373,22.75028,21.54417,21.23038,21.44037
1237648721252188993,228.98167061073,-0.0936058338192751,21.74962,20.59414,20.26547,20.19332,20.31657
1237648721252188376,228.988660861693,-0.0939535416349905,21.59883,20.74981,20.39474,20.29069,20.26862
1237648721252189000,228.986706546282,-0.0917466241904571,22.55141,21.59249,22.06739,24.36166,20.7898
1237648721252188999,228.98601687634,-0.0937138232526536,22.13685,21.16513,20.95573,20.82643,20.99447
1237648721252188992,228.98447851248,-0.0947397475064881,22.64865,20.67712,20.03891,19.77076,19.67748
1237648721252188390,228.996790554276,-0.0931940449582195,21.75813,20.45431,20.15181,20.02326,19.99069
1237648721252188388,228.993604534086,-0.0865417126022503,21.59729,20.12406,19.54219,19.30997,19.20911
1237648721252188385,228.995372937836,-0.0881126646594092,18.39259,16.14235,15.21932,14.82952,14.60115
1237648721252188394,228.994621940915,-0.0893277744333722,23.26509,25.11443,24.80234,21.16213,21.56431
1237648721252188377,228.990912267672,-0.0937710032179463,24.72098,22.90444,22.32811,22.42075,22.60933
1237648721252188386,228.996368339912,-0.089750575600056,18.93224,17.67606,17.36433,17.25165,17.2107
1237648721252188396,228.995816653603,-0.0913119434949048,24.04034,22.69775,22.24692,21.71103,21.6571
1237648721252189900,228.983221549243,-0.0824656717139284,23.8763,21.51353,21.24495,21.28032,21.07244
1237648721252189002,228.988099430067,-0.083413775230754,22.58356,21.6698,21.42127,21.28942,20.98198
1237648721252189904,228.987041916456,-0.0786458784143781,24.17688,22.54053,22.15715,22.01299,21.50795
1237648721252189902,228.983621897087,-0.0780082181112639,24.55527,22.65213,22.01844,22.10506,22.23093
1237648721252189901,228.984758001349,-0.0790765549989395,23.46913,21.85394,21.53155,21.23942,21.88955
1237648721252190775,228.990740923372,-0.0848317472445878,23.30869,21.92135,21.52712,21.53134,20.75416
1237648721252188991,228.985530680667,-0.0870090385826927,21.72885,20.46472,20.00741,19.82141,19.81879
1237648721252188375,228.98934540825,-0.0941336926024459,21.35849,20.40275,20.04934,19.86092,19.76225
1237648721252189003,228.990102895541,-0.0910162973284863,24.14489,24.54758,22.79137,21.28209,20.32155
1237648721252188994,228.988030072564,-0.0907252643250516,21.83644,20.75808,20.35121,20.26573,20.17719
1237648721252189006,228.990476993792,-0.089475937909835,23.94299,22.04191,21.78776,21.44161,21.17685
1237648721252189010,228.989445162039,-0.0894485210843093,23.9057,22.54428,22.10494,21.91654,22.33043
1237648721252188995,228.988478700213,-0.0873147644412231,21.93689,20.71408,20.36621,20.22392,20.30403
1237648721252189011,228.987430438461,-0.087018225478798,24.13927,23.03715,23.04986,22.47265,21.99059
1237648721252188998,228.988463872434,-0.0881244967476819,21.99551,21.12077,20.77779,20.62836,20.68542
1237648721252188997,228.987764839548,-0.0870911709793381,24.56256,23.56342,22.02277,20.37263,19.52673
1237648721252189073,228.992516700881,-0.0810622856518841,20.42051,18.94523,18.34296,18.10686,17.9162
1237648721252189074,228.991492884394,-0.0802483853868406,24.43046,23.12542,22.56712,22.4117,21.99484
1237648721252190763,228.988722979629,-0.076658485321133,22.99445,21.51364,21.18208,21.03636,20.7124
1237648721252190777,228.990961131205,-0.0776703105346035,23.74411,22.99804,22.67781,22.33701,21.69335
1237648721252188392,228.99995573427,-0.0936001358105994,21.68774,20.62674,20.39228,20.37736,20.3217
1237648721252188393,228.998539415167,-0.0911663923753419,21.80599,20.95071,20.67587,20.50788,20.45277
1237648721252188389,228.999591406816,-0.0912189900070225,21.47201,20.48739,20.3351,20.30632,20.28191
1237648721252188395,228.993858932469,-0.0853176141789089,22.71679,21.5681,21.33186,21.1444,21.56414
1237648721252189112,228.996052804286,-0.084016937210618,20.47598,19.22541,18.70538,18.50844,18.36048
1237648721252188391,228.99933117809,-0.0858202705622824,21.62542,20.6477,20.29975,20.17084,19.99206
1237648721252188387,229.000323444335,-0.0872106952616901,20.68363,19.2908,18.69677,18.44304,18.31912
1237648721252189154,229.004740876401,-0.0731385807929407,21.20348,20.16107,19.72802,19.59449,19.48906
1237648721252189159,229.004895207781,-0.0723392722276558,24.06486,22.8825,22.37823,21.84172,22.07785
1237648721252189088,228.99538960109,-0.0721149788975758,23.73631,23.55142,22.3583,20.93615,20.36328
1237648721252189090,228.996289713629,-0.0723682028889646,25.26898,23.75561,22.98561,22.01632,22.2942
1237648721252189089,228.997803118374,-0.0729291514013387,23.4158,22.23889,21.96186,21.81655,21.60844
1237648721252189171,229.002938327197,-0.0814025817858775,22.42124,21.65202,21.50055,21.25178,21.29154
1237648721252189170,229.002793888512,-0.0797268193048203,22.70438,21.81445,21.52712,21.38234,21.89295
1237648721252189091,228.9962050177,-0.073967933572294,24.54839,23.12214,22.7479,22.29486,21.86619
1237648721252189976,228.99620382142,-0.0771383330486714,22.91268,21.53847,21.16032,21.04169,20.57467
1237648721252189977,228.996476182084,-0.078707626712959,23.04247,22.32377,21.84081,21.50756,21.48304
1237648721252190652,228.970095055882,-0.0888012779649367,23.35863,22.14858,21.78434,21.5971,22.25181
1237648721252189792,228.969642751846,-0.0928582228858386,22.75103,22.14841,21.56613,21.47799,22.90904
1237648721252190623,228.964660352632,-0.0766235169192297,22.83453,22.68508,22.13724,21.87157,21.88372
1237648721252190641,228.96746916388,-0.0795029653235673,23.03439,22.26536,21.86924,21.89961,22.16429
1237648721252189761,228.960119784872,-0.0935453281618542,24.89063,21.41613,20.49932,20.07259,19.78943
1237648721252189763,228.958085653857,-0.0928401918177073,22.13518,21.55337,21.23697,21.10841,21.04335
1237648721252189766,228.959091166125,-0.0895659230634684,24.14106,24.40825,22.94454,21.21657,20.09645
1237648721252189793,228.961808731383,-0.0883023203467801,23.90754,22.21306,21.79219,21.60863,21.71504
1237648721252189794,228.962323066271,-0.0886076010739312,25.01556,22.56388,22.28049,21.99311,22.35769
1237648721252189762,228.961491984161,-0.0931469131628245,24.54728,22.72473,21.11515,20.68311,20.44826
1237648721252189791,228.963918622086,-0.0868831277935,23.62032,21.64706,21.42027,21.23691,21.38898
1237648721252189798,228.962512242149,-0.0871109752100472,23.96158,23.62844,22.89135,23.44677,22.04473
1237648721252189795,228.963494240196,-0.0860901644194707,24.00018,25.19664,24.39942,22.36227,21.26317
1237648721252189790,228.967632197057,-0.0920930434897822,25.09833,24.59497,22.22168,20.52384,19.51925
1237648721252189788,228.966579557554,-0.0912851811334529,21.88588,20.97267,20.5727,20.5575,21.06796
1237648721252190649,228.968978447304,-0.0842644675036321,23.95502,22.61486,22.65573,22.12282,22.428
1237648721252189797,228.964387742356,-0.0887533866007386,24.11688,24.59491,23.58973,22.40124,21.52486
1237648721252189789,228.966115899996,-0.0893343211343548,22.14949,21.0888,20.72128,20.62539,20.53815
1237648721252189796,228.965584155974,-0.0876752190020813,23.28796,22.96246,22.63432,22.55946,22.34151
1237648721252189625,228.976402309111,-0.0901431671083492,25.57976,21.89725,20.33067,19.24014,18.67822
1237648721252188320,228.979119084844,-0.0865902136718062,19.42989,17.96565,17.4038,17.22089,17.10199
1237648721252190676,228.97499357742,-0.08873392646599,24.49141,24.27247,24.01201,22.47183,22.37374
1237648721252190675,228.974949356711,-0.0867883053805928,23.35172,22.28549,21.95145,21.88662,21.59531
1237648721252190674,228.974409145847,-0.0881020679243972,22.66512,21.4555,21.06052,21.1591,21.25424
1237648721252188321,228.977377774893,-0.0879344159878612,24.22523,22.4882,21.81815,21.77107,21.68094
1237648721252190726,228.982096198978,-0.0760799799927531,25.47157,22.52019,21.35533,20.77891,20.46298
1237648721252189906,228.981626043749,-0.0793765620345473,23.91076,22.61649,23.31842,22.9817,22.20323
1237648721252189903,228.98204672051,-0.0788905201245957,23.6037,22.62885,21.9971,21.87486,21.88646
1237648721252189905,228.980885352105,-0.0788576474671972,24.18742,22.95032,22.13766,22.10035,22.13022
1237648721252189908,228.980586620122,-0.0806310875503544,25.15738,23.80454,22.89029,23.60423,23.53111
1237648721252191385,228.978859322165,-0.0768418437782856,24.70039,24.32507,23.07537,22.19289,21.30388
1237648721252189624,228.970759692356,-0.0773386232163709,22.94819,21.09342,19.72718,18.9977,18.58511
1237648721252191278,228.967731763699,-0.0767988996135204,25.5379,23.95593,22.59073,22.07674,21.23549
1237648721252189852,228.976370300783,-0.0790694874642367,21.87541,20.43125,20.02701,19.87536,19.77958
1237648721252188988,228.982455696992,-0.068125214761175,21.10418,19.92204,19.7515,19.71904,19.8295
1237648721252189574,228.984718833979,-0.0636561233967134,22.69234,21.35181,21.02971,20.94596,20.98004
1237648721252190724,228.981900159667,-0.0644297544983389,23.77667,22.40633,20.90171,19.48118,18.69941
1237648721252190700,228.979561541322,-0.0679825192084198,24.23398,22.40004,21.93511,21.90544,21.6411
1237648721252190708,228.980776004275,-0.0710329167997637,23.95155,22.10143,21.54205,21.24322,21.41778
1237648721252188968,228.9762096012,-0.0656008798278088,24.47532,23.33146,22.60864,22.59901,22.43764
1237648721252188967,228.975016069956,-0.0638884263418548,24.44071,24.08735,22.78337,21.3392,20.52136
1237648721252188963,228.976473274369,-0.0643295903640891,21.14617,19.87659,19.39871,19.2045,19.15563
1237648721252190702,228.978391184087,-0.0670093146672481,23.71395,22.70962,22.19847,22.69301,22.53794
1237648721252190701,228.979131418217,-0.0668795313430604,24.08844,23.40753,22.50198,21.79026,21.22498
1237648721252188251,228.970017602089,-0.0707025805644769,22.93176,22.98948,22.4868,22.39796,21.71334
1237648721252189222,229.01317330956,-0.145426355244486,21.64387,20.74922,20.37702,20.23887,20.29115
1237648721252189236,229.013320483411,-0.147343639554575,23.98306,22.57954,22.09418,21.90398,22.40511
1237648721252189231,229.014391988615,-0.147589167123836,22.58116,22.29433,22.10074,21.87839,21.3939
1237648721252189238,229.011093172785,-0.154119048812618,23.84442,24.31049,22.92221,22.87376,22.62086
1237648721252189224,229.011608517275,-0.150719780126303,22.38604,21.36201,21.00461,20.97368,21.5516
1237648721252189237,229.011292618325,-0.152487696711556,24.04593,22.61083,22.30741,21.95141,22.71753
1237648721252189233,229.012272142623,-0.152408327052379,24.06958,22.40468,21.91892,22.13012,22.93914
1237648721252189227,229.01308624019,-0.153519577364276,24.64661,21.85772,21.3658,21.1617,20.93377
1237648721252189261,229.01692661474,-0.154210528486235,23.18224,22.10422,21.769,21.57632,21.58832
1237648721252189258,229.018191497882,-0.153071218691423,20.58178,19.08502,18.48577,18.20318,18.10616
1237648721252190865,229.013788882036,-0.15034842203537,22.82795,21.97761,21.59178,21.60288,21.75341
1237648721252188533,229.008910324824,-0.16527787889099,17.17037,16.08568,15.70229,15.57165,15.53481
1237648721252188554,229.010176024605,-0.163333138143783,23.91279,23.59172,22.34812,22.10303,22.02083
1237648721252190067,229.014541351858,-0.165132152685209,21.541,20.55109,20.19771,20.068,20.03844
1237648721252188536,229.010280249561,-0.162478390196388,21.65008,20.29039,19.73262,19.56348,19.35395
1237648721252188624,229.026198655489,-0.164568153154162,22.76538,22.75756,23.07615,24.3618,22.8269
1237648721252188614,229.023384794689,-0.15959297836312,23.76378,22.33028,21.71327,21.62943,21.59674
1237648721252188626,229.021700257492,-0.164616529228261,24.75286,23.09122,22.80331,22.26973,22.37811
1237648721252188603,229.020686916208,-0.164599004110905,22.78304,20.32039,19.44646,19.07747,18.91036
1237648721252188625,229.024172830149,-0.162537137664227,23.05405,22.22005,22.14776,23.71909,22.74114
1237648721252190887,229.019919323522,-0.158437962693795,23.6069,22.17033,21.92857,21.76304,22.30314
1237648721252190059,229.012661918112,-0.156891097699506,22.21717,21.33046,20.99848,20.82051,20.9667
1237648721252188449,229.023534966358,-0.101304608881902,20.63889,19.50726,19.3458,19.32472,19.25903
1237648721252188489,229.028833937212,-0.106398579213945,21.72441,20.57449,20.22784,20.12822,20.28169
1237648721252188514,229.026099359257,-0.107063824165858,17.04635,15.83315,15.38764,15.24086,15.18145
1237648721252188460,229.022869681209,-0.102407160675812,21.57425,20.46595,19.94042,19.75587,19.89071
1237648721252188455,229.021378259897,-0.11738936654221,24.35285,21.39149,19.93973,19.24447,18.90362
1237648721252188463,229.024682258689,-0.114746067370083,21.36531,20.46506,19.99887,19.83015,19.90048
1237648721252188491,229.019602717818,-0.112644025804248,21.60725,20.5338,20.22725,20.05423,20.06876
1237648721252188433,229.023789465543,-0.11592843165859,18.92458,17.63494,17.32312,17.18789,17.14787
1237648721252188483,229.036193587934,-0.116246246916234,21.75458,20.51158,20.14727,20.02335,19.91875
1237648721252188490,229.037427783882,-0.116053651398861,22.03002,20.77092,20.26076,20.1755,20.0875
1237648721252190964,229.032211523207,-0.113331733186857,23.17372,22.29202,21.68352,21.5882,22.23466
1237648721252190982,229.034886916548,-0.112974496988238,23.65869,22.78831,22.40047,23.44153,21.89131
1237648721252190983,229.033987428499,-0.112533966651857,24.02737,22.89024,22.70571,22.24314,22.00304
1237648721252188430,229.027187191164,-0.116933582383527,18.95009,16.92575,16.12466,15.78339,15.59692
1237648721252188437,229.027107316166,-0.108493897848898,19.46178,18.09929,17.54688,17.30504,17.22163
1237648721252188499,229.025246050005,-0.110459033714281,21.93161,20.66811,20.32861,20.21734,20.38587
1237648721252190095,229.013855655026,-0.14156202400379,24.22167,22.0788,21.66194,21.59002,21.52037
1237648721252190094,229.015872347897,-0.140959838103535,23.01481,21.86053,21.40166,21.53201,22.18486
1237648721252189228,229.022223747623,-0.142799717859832,23.37453,21.67344,21.42456,21.2777,21.2842
1237648721252189225,229.019426680953,-0.141823828664148,22.59023,21.37906,21.09586,20.92359,20.88465
1237648721252189251,229.016612680049,-0.133568105230542,24.27768,24.19594,23.85204,22.15538,22.67085
1237648721252189252,229.014831437239,-0.136117633173875,24.06766,22.50875,22.69266,22.08402,22.48612
1237648721252189254,229.016637423299,-0.135047440695843,23.9545,23.00632,22.70285,22.60995,22.89548
1237648721252190889,229.019159447082,-0.138661381011,23.30969,22.71583,22.15266,21.79578,21.71613
1237648721252191315,229.015384054568,-0.13794653095314,24.29033,23.62868,22.59177,22.81932,23.17761
1237648721252191400,229.028079988708,-0.136538823711037,25.5159,23.64556,23.19878,21.62592,20.88528
1237648721252189244,229.017463868648,-0.124565301671581,23.31488,22.4595,22.19941,21.88015,21.43392
1237648721252189243,229.018090777893,-0.125235897702585,24.32905,22.35329,22.08521,21.9686,22.69833
1237648721252188454,229.020127167165,-0.122839770458078,21.35157,19.95208,19.42314,19.20789,19.09628
1237648721252188505,229.018032154788,-0.130940279364596,24.5721,22.07598,20.77053,20.15906,20.03377
1237648721252188498,229.02308715875,-0.127621815624422,21.66521,21.82903,20.45934,20.34998,20.07593
1237648721252188481,229.021070453204,-0.128535392547449,21.612,20.44569,19.99046,19.80371,19.71894
1237648721252188506,229.020026838138,-0.129683848135187,21.92954,20.86611,20.5581,20.48343,20.55673
1237648721252190911,229.023001852593,-0.132048777098557,24.34286,23.40246,23.06849,22.8897,23.17666
1237648721252189246,229.019777427611,-0.133452402679075,21.62984,20.4986,20.13126,19.94486,19.74495
1237648721252189248,229.017920208942,-0.133662105800669,24.19147,23.94394,21.9252,21.95878,21.86358
1237648721252189239,229.022705448189,-0.14108796296156,24.94873,24.6536,22.82638,22.64134,21.94998
1237648721252188492,229.023945517233,-0.136607038070221,21.66906,20.58145,20.22802,19.97694,19.96885
1237648721252190289,229.055400883381,-0.142401540897095,23.75171,22.34619,21.94583,21.98581,21.70262
1237648721252189415,229.049647639718,-0.133253322566648,22.28418,19.3773,17.92631,17.04735,16.55236
1237648721252188690,229.051662450742,-0.137059219231524,22.2633,21.41193,21.10943,21.0215,21.28299
1237648721252188693,229.050939255075,-0.137256753932973,22.98291,21.87177,21.72927,21.606,21.3333
1237648721252188685,229.046309618415,-0.143165758172106,18.71277,17.40017,17.4939,17.60564,17.64945
1237648721252188691,229.046551141341,-0.142335392467972,23.90373,22.09892,21.85728,21.60471,21.79564
1237648721252188698,229.047545339809,-0.141712982479868,24.17869,22.92671,22.46928,22.71264,22.05792
1237648721252188695,229.047869745521,-0.137566210337989,23.58675,21.7428,21.3634,21.24542,21.69969
1237648721252188687,229.049217223262,-0.139697238166896,21.60613,20.61086,20.26284,20.04218,19.92644
1237648721252188696,229.049340654959,-0.137926740396772,23.95116,23.89987,23.40901,21.91203,22.15168
1237648721252188701,229.051471306261,-0.139222883990595,23.98287,23.40897,22.76071,22.71993,21.66695
1237648721252188700,229.050274857364,-0.138985678082836,24.52473,23.26065,23.20818,24.15055,21.96321
1237648721252188465,229.039479160428,-0.123855517849865,21.73546,20.46363,20.01532,19.83871,19.80245
1237648721252188432,229.045201784674,-0.129305135624048,18.68567,17.44478,17.57895,17.70684,17.78799
1237648721252188478,229.043712012888,-0.12567645737233,21.74455,20.47589,20.03334,19.87142,19.91634
1237648721252188694,229.043023085988,-0.141921285773664,24.51531,21.7212,21.40878,21.22754,21.49394
1237648721252188689,229.042421352431,-0.141288477758254,22.49725,21.27175,20.99169,21.00305,20.74429
1237648721252188452,229.038790987135,-0.134455114967081,21.24739,19.92173,19.41627,19.13377,19.15185
1237648721252188453,229.041396911287,-0.132779100371507,21.27191,19.92808,19.39782,19.15332,19.02497
1237648721252188686,229.045150794548,-0.141864809028644,20.32094,18.83475,18.21265,17.9638,17.80629
1237648721252188688,229.044670848989,-0.138308111369797,22.1156,21.19919,20.88802,20.86777,20.52591
1237648721252188702,229.045462935192,-0.139387972470394,23.92199,23.47357,23.762,23.10366,23.52919
1237648721252188692,229.044532130823,-0.13913546325561,22.34919,21.76379,21.55734,21.07971,21.4286
1237648721252188699,229.046875498266,-0.137363941215978,25.00485,23.3478,22.80804,22.33014,22.04321
1237648721252188442,229.034484223628,-0.141654446523099,20.48094,19.11602,18.5475,18.30688,18.20122
1237648721252188445,229.033267362256,-0.139352852794642,20.41449,19.14036,19.19732,19.26867,19.33001
1237648721252188504,229.033446506634,-0.132785785909271,22.31496,20.87191,20.42349,20.20158,20.09863
1237648721252188429,229.036092337304,-0.134221473394881,18.68116,16.46372,15.59167,15.21674,14.9997
1237648721252188440,229.030549607784,-0.132590213891447,22.29919,19.6535,18.24925,17.61225,17.24156
1237648721252188480,229.030516965354,-0.134302570458096,21.54799,20.50272,20.1255,19.9423,19.92377
1237648721252188462,229.030217245504,-0.13309440783431,22.0947,20.54066,20.3592,20.2729,20.01099
1237648721252188431,229.034686814141,-0.127227852610426,19.43697,17.77225,17.08169,16.78743,16.60105
1237648721252188487,229.034984929465,-0.124060319171759,21.83806,20.58297,20.21849,20.09451,20.06588
1237648721252188476,229.025041317146,-0.122193039807597,21.416,20.36042,19.98011,19.84556,19.83344
1237648721252188508,229.030953444259,-0.131144998196126,22.0885,21.93101,21.80978,20.45848,21.22017
1237648721252188441,229.033619488821,-0.126892857829982,24.94122,21.16159,19.64146,17.89435,16.92738
1237648721252188436,229.033264489446,-0.127979863304836,18.93624,17.68023,17.31049,17.1547,17.10397
1237648721252188496,229.031348002795,-0.126168203590434,21.9395,20.70675,20.3875,20.2429,20.14087
1237648721252190290,229.05510550604,-0.143974496483441,25.26479,23.01538,22.40081,22.55039,22.35179
1237648721252188697,229.048420031276,-0.143614386613175,23.97747,23.57408,23.08556,21.81789,21.66247
1237648721252188794,229.050518044843,-0.147336158815875,22.5968,21.38325,20.98804,20.86292,21.37206
1237648721252188795,229.050817545321,-0.144203041006561,23.58748,21.68874,21.23684,21.12686,21.52238
1237648721252188776,229.050474974954,-0.145224890860081,21.74474,20.52654,20.18577,20.06436,20.24497
1237648721252188809,229.05178431268,-0.149708815141625,25.49495,23.60485,22.22694,22.21273,22.3679
1237648721252188806,229.052739847253,-0.149333418845064,23.91178,22.47239,22.04484,22.09238,21.95101
1237648721252188817,229.051287859858,-0.147308137565104,24.65989,23.23359,22.77764,22.46579,21.61226
1237648721252188790,229.05369527156,-0.147592669634367,22.3451,21.2128,20.7776,20.73387,21.09053
1237648721252188760,229.053887715156,-0.148892250836924,24.51564,21.46718,19.92885,18.59039,17.84535
1237648721252188808,229.053116488865,-0.148023577652273,23.35527,22.72402,22.25192,21.97431,21.42965
1237648721252189367,229.041181598806,-0.151113923817171,21.52879,19.0074,17.61101,16.43356,15.8003
1237648721252189356,229.041779968125,-0.149956712715039,21.77317,20.50803,20.01562,19.82961,19.67739
1237648721252189358,229.044007400536,-0.148926776383512,21.96574,21.43574,20.88922,20.81419,20.5399
1237648721252189360,229.041181453658,-0.146388778041642,22.59126,21.46355,21.12237,20.96502,20.83626
1237648721252189365,229.040117827623,-0.148708255586181,23.66096,22.96089,22.77094,22.891,22.16494
1237648721252189359,229.040112291725,-0.147842050474535,22.45926,21.56978,21.37758,21.18685,21.47005
1237648721252189355,229.042231951009,-0.147760748949953,21.63733,20.49698,20.14526,20.01723,20.38868
1237648721252189357,229.044996811679,-0.15000800030496,22.01235,20.83232,20.52235,20.41294,20.28609
1237648721252190198,229.044834020588,-0.152239219102716,22.39846,21.5549,21.19683,21.11558,20.78068
1237648721252191056,229.049533792171,-0.153026048344088,22.90895,21.55472,21.2018,21.12775,20.79911
1237648721252188780,229.048303707551,-0.14828042962678,21.96462,20.74457,20.36037,20.27326,20.4073
1237648721252190235,229.049278846359,-0.150798464749306,21.90995,20.94978,20.65924,20.52532,20.91574
1237648721252189220,229.014872543999,-0.145281869385214,21.80155,20.66075,20.36679,20.19362,20.05148
1237648721252190100,229.017343993397,-0.148570321805288,22.78114,21.49381,21.14212,21.07885,21.16223
1237648721252189232,229.01575308417,-0.146455681947272,24.6167,22.71429,22.12867,22.07742,22.1386
1237648721252189226,229.018478401743,-0.143428217308226,22.39951,21.97798,21.51385,21.583,21.43623
1237648721252189235,229.016987434163,-0.14401391001513,24.00615,23.65183,22.75166,21.87209,22.36097
1237648721252189263,229.019486720648,-0.151934661347661,24.51315,22.49565,22.08662,21.75853,21.62264
1237648721252189262,229.021268536077,-0.152374704843695,23.41007,22.01147,21.68933,21.53881,21.06787
1237648721252189229,229.020429327318,-0.144053555181196,24.01908,21.71432,21.39373,21.13802,20.9896
1237648721252190892,229.020188670819,-0.148841150924242,22.81853,22.09851,21.85136,21.81987,21.58391
1237648721252190099,229.018062932086,-0.14869318973573,22.61277,21.78453,21.38324,21.49741,21.33451
1237648721252190942,229.027916261977,-0.155492987508295,24.66202,22.34219,22.08716,21.80669,21.80243
